nursery,parents,has_nurs,form,children,housing,finance,social,health,class
n10208,great_pret,less_proper,foster,2,convenient,convenient,nonprob,priority,priority
n10209,great_pret,less_proper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
n10210,great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,recommended,priority
n10211,great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,priority,priority
n10212,great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
n10213,great_pret,less_proper,foster,2,convenient,convenient,problematic,recommended,priority
n10214,great_pret,less_proper,foster,2,convenient,convenient,problematic,priority,priority
n10215,great_pret,less_proper,foster,2,convenient,convenient,problematic,not_recom,not_recom
n10216,great_pret,less_proper,foster,2,convenient,inconv,nonprob,recommended,priority
n10217,great_pret,less_proper,foster,2,convenient,inconv,nonprob,priority,spec_prior
n10218,great_pret,less_proper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
n10219,great_pret,less_proper,foster,2,convenient,inconv,slightly_prob,recommended,priority
n10220,great_pret,less_proper,foster,2,convenient,inconv,slightly_prob,priority,spec_prior
n10221,great_pret,less_proper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
n10222,great_pret,less_proper,foster,2,convenient,inconv,problematic,recommended,spec_prior
n10223,great_pret,less_proper,foster,2,convenient,inconv,problematic,priority,spec_prior
n10224,great_pret,less_proper,foster,2,convenient,inconv,problematic,not_recom,not_recom
n10225,great_pret,less_proper,foster,2,less_conv,convenient,nonprob,recommended,priority
n10226,great_pret,less_proper,foster,2,less_conv,convenient,nonprob,priority,spec_prior
n10227,great_pret,less_proper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
n10228,great_pret,less_proper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
n10229,great_pret,less_proper,foster,2,less_conv,convenient,slightly_prob,priority,spec_prior
n10230,great_pret,less_proper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n10231,great_pret,less_proper,foster,2,less_conv,convenient,problematic,recommended,spec_prior
n10232,great_pret,less_proper,foster,2,less_conv,convenient,problematic,priority,spec_prior
n10233,great_pret,less_proper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
n10234,great_pret,less_proper,foster,2,less_conv,inconv,nonprob,recommended,priority
n10235,great_pret,less_proper,foster,2,less_conv,inconv,nonprob,priority,spec_prior
n10236,great_pret,less_proper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
n10237,great_pret,less_proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
n10238,great_pret,less_proper,foster,2,less_conv,inconv,slightly_prob,priority,spec_prior
n10239,great_pret,less_proper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n10240,great_pret,less_proper,foster,2,less_conv,inconv,problematic,recommended,spec_prior
n10241,great_pret,less_proper,foster,2,less_conv,inconv,problematic,priority,spec_prior
n10242,great_pret,less_proper,foster,2,less_conv,inconv,problematic,not_recom,not_recom
n10243,great_pret,less_proper,foster,2,critical,convenient,nonprob,recommended,priority
n10244,great_pret,less_proper,foster,2,critical,convenient,nonprob,priority,spec_prior
n10245,great_pret,less_proper,foster,2,critical,convenient,nonprob,not_recom,not_recom
n10246,great_pret,less_proper,foster,2,critical,convenient,slightly_prob,recommended,priority
n10247,great_pret,less_proper,foster,2,critical,convenient,slightly_prob,priority,spec_prior
n10248,great_pret,less_proper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
n10249,great_pret,less_proper,foster,2,critical,convenient,problematic,recommended,spec_prior
n10250,great_pret,less_proper,foster,2,critical,convenient,problematic,priority,spec_prior
n10251,great_pret,less_proper,foster,2,critical,convenient,problematic,not_recom,not_recom
n10252,great_pret,less_proper,foster,2,critical,inconv,nonprob,recommended,priority
n10253,great_pret,less_proper,foster,2,critical,inconv,nonprob,priority,spec_prior
n10254,great_pret,less_proper,foster,2,critical,inconv,nonprob,not_recom,not_recom
n10255,great_pret,less_proper,foster,2,critical,inconv,slightly_prob,recommended,priority
n10256,great_pret,less_proper,foster,2,critical,inconv,slightly_prob,priority,spec_prior
n10257,great_pret,less_proper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
n10258,great_pret,less_proper,foster,2,critical,inconv,problematic,recommended,spec_prior
n10259,great_pret,less_proper,foster,2,critical,inconv,problematic,priority,spec_prior
n10260,great_pret,less_proper,foster,2,critical,inconv,problematic,not_recom,not_recom
n10261,great_pret,less_proper,foster,3,convenient,convenient,nonprob,recommended,priority
n10262,great_pret,less_proper,foster,3,convenient,convenient,nonprob,priority,priority
n10263,great_pret,less_proper,foster,3,convenient,convenient,nonprob,not_recom,not_recom
n10264,great_pret,less_proper,foster,3,convenient,convenient,slightly_prob,recommended,priority
n10265,great_pret,less_proper,foster,3,convenient,convenient,slightly_prob,priority,priority
n10266,great_pret,less_proper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
n10267,great_pret,less_proper,foster,3,convenient,convenient,problematic,recommended,priority
n10268,great_pret,less_proper,foster,3,convenient,convenient,problematic,priority,priority
n10269,great_pret,less_proper,foster,3,convenient,convenient,problematic,not_recom,not_recom
n10270,great_pret,less_proper,foster,3,convenient,inconv,nonprob,recommended,priority
n10271,great_pret,less_proper,foster,3,convenient,inconv,nonprob,priority,spec_prior
n10272,great_pret,less_proper,foster,3,convenient,inconv,nonprob,not_recom,not_recom
n10273,great_pret,less_proper,foster,3,convenient,inconv,slightly_prob,recommended,priority
n10274,great_pret,less_proper,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
n10275,great_pret,less_proper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
n10276,great_pret,less_proper,foster,3,convenient,inconv,problematic,recommended,spec_prior
n10277,great_pret,less_proper,foster,3,convenient,inconv,problematic,priority,spec_prior
n10278,great_pret,less_proper,foster,3,convenient,inconv,problematic,not_recom,not_recom
n10279,great_pret,less_proper,foster,3,less_conv,convenient,nonprob,recommended,priority
n10280,great_pret,less_proper,foster,3,less_conv,convenient,nonprob,priority,spec_prior
n10281,great_pret,less_proper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
n10282,great_pret,less_proper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
n10283,great_pret,less_proper,foster,3,less_conv,convenient,slightly_prob,priority,spec_prior
n10284,great_pret,less_proper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
n10285,great_pret,less_proper,foster,3,less_conv,convenient,problematic,recommended,spec_prior
n10286,great_pret,less_proper,foster,3,less_conv,convenient,problematic,priority,spec_prior
n10287,great_pret,less_proper,foster,3,less_conv,convenient,problematic,not_recom,not_recom
n10288,great_pret,less_proper,foster,3,less_conv,inconv,nonprob,recommended,priority
n10289,great_pret,less_proper,foster,3,less_conv,inconv,nonprob,priority,spec_prior
n10290,great_pret,less_proper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
n10291,great_pret,less_proper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
n10292,great_pret,less_proper,foster,3,less_conv,inconv,slightly_prob,priority,spec_prior
n10293,great_pret,less_proper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
n10294,great_pret,less_proper,foster,3,less_conv,inconv,problematic,recommended,spec_prior
n10295,great_pret,less_proper,foster,3,less_conv,inconv,problematic,priority,spec_prior
n10296,great_pret,less_proper,foster,3,less_conv,inconv,problematic,not_recom,not_recom
n10297,great_pret,less_proper,foster,3,critical,convenient,nonprob,recommended,priority
n10298,great_pret,less_proper,foster,3,critical,convenient,nonprob,priority,spec_prior
n10299,great_pret,less_proper,foster,3,critical,convenient,nonprob,not_recom,not_recom
n10300,great_pret,less_proper,foster,3,critical,convenient,slightly_prob,recommended,priority
n10301,great_pret,less_proper,foster,3,critical,convenient,slightly_prob,priority,spec_prior
n10302,great_pret,less_proper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
n10303,great_pret,less_proper,foster,3,critical,convenient,problematic,recommended,spec_prior
n10304,great_pret,less_proper,foster,3,critical,convenient,problematic,priority,spec_prior
n10305,great_pret,less_proper,foster,3,critical,convenient,problematic,not_recom,not_recom
n10306,great_pret,less_proper,foster,3,critical,inconv,nonprob,recommended,priority
n10307,great_pret,less_proper,foster,3,critical,inconv,nonprob,priority,spec_prior
n10308,great_pret,less_proper,foster,3,critical,inconv,nonprob,not_recom,not_recom
n10309,great_pret,less_proper,foster,3,critical,inconv,slightly_prob,recommended,priority
n10310,great_pret,less_proper,foster,3,critical,inconv,slightly_prob,priority,spec_prior
n10311,great_pret,less_proper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
n10312,great_pret,less_proper,foster,3,critical,inconv,problematic,recommended,spec_prior
n10313,great_pret,less_proper,foster,3,critical,inconv,problematic,priority,spec_prior
n10314,great_pret,less_proper,foster,3,critical,inconv,problematic,not_recom,not_recom
n10315,great_pret,less_proper,foster,more,convenient,convenient,nonprob,recommended,priority
n10316,great_pret,less_proper,foster,more,convenient,convenient,nonprob,priority,priority
n10317,great_pret,less_proper,foster,more,convenient,convenient,nonprob,not_recom,not_recom
n10318,great_pret,less_proper,foster,more,convenient,convenient,slightly_prob,recommended,priority
n10319,great_pret,less_proper,foster,more,convenient,convenient,slightly_prob,priority,priority
n10320,great_pret,less_proper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
n10321,great_pret,less_proper,foster,more,convenient,convenient,problematic,recommended,priority
n10322,great_pret,less_proper,foster,more,convenient,convenient,problematic,priority,priority
n10323,great_pret,less_proper,foster,more,convenient,convenient,problematic,not_recom,not_recom
n10324,great_pret,less_proper,foster,more,convenient,inconv,nonprob,recommended,priority
n10325,great_pret,less_proper,foster,more,convenient,inconv,nonprob,priority,spec_prior
n10326,great_pret,less_proper,foster,more,convenient,inconv,nonprob,not_recom,not_recom
n10327,great_pret,less_proper,foster,more,convenient,inconv,slightly_prob,recommended,priority
n10328,great_pret,less_proper,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
n10329,great_pret,less_proper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
n10330,great_pret,less_proper,foster,more,convenient,inconv,problematic,recommended,spec_prior
n10331,great_pret,less_proper,foster,more,convenient,inconv,problematic,priority,spec_prior
n10332,great_pret,less_proper,foster,more,convenient,inconv,problematic,not_recom,not_recom
n10333,great_pret,less_proper,foster,more,less_conv,convenient,nonprob,recommended,priority
n10334,great_pret,less_proper,foster,more,less_conv,convenient,nonprob,priority,spec_prior
n10335,great_pret,less_proper,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
n10336,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
n10337,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
n10338,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
n10339,great_pret,less_proper,foster,more,less_conv,convenient,problematic,recommended,spec_prior
n10340,great_pret,less_proper,foster,more,less_conv,convenient,problematic,priority,spec_prior
n10341,great_pret,less_proper,foster,more,less_conv,convenient,problematic,not_recom,not_recom
n10342,great_pret,less_proper,foster,more,less_conv,inconv,nonprob,recommended,priority
n10343,great_pret,less_proper,foster,more,less_conv,inconv,nonprob,priority,spec_prior
n10344,great_pret,less_proper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
n10345,great_pret,less_proper,foster,more,less_conv,inconv,slightly_prob,recommended,priority
n10346,great_pret,less_proper,foster,more,less_conv,inconv,slightly_prob,priority,spec_prior
n10347,great_pret,less_proper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
n10348,great_pret,less_proper,foster,more,less_conv,inconv,problematic,recommended,spec_prior
n10349,great_pret,less_proper,foster,more,less_conv,inconv,problematic,priority,spec_prior
n10350,great_pret,less_proper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
n10351,great_pret,less_proper,foster,more,critical,convenient,nonprob,recommended,priority
n10352,great_pret,less_proper,foster,more,critical,convenient,nonprob,priority,spec_prior
n10353,great_pret,less_proper,foster,more,critical,convenient,nonprob,not_recom,not_recom
n10354,great_pret,less_proper,foster,more,critical,convenient,slightly_prob,recommended,priority
n10355,great_pret,less_proper,foster,more,critical,convenient,slightly_prob,priority,spec_prior
n10356,great_pret,less_proper,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
n10357,great_pret,less_proper,foster,more,critical,convenient,problematic,recommended,spec_prior
n10358,great_pret,less_proper,foster,more,critical,convenient,problematic,priority,spec_prior
n10359,great_pret,less_proper,foster,more,critical,convenient,problematic,not_recom,not_recom
n10360,great_pret,less_proper,foster,more,critical,inconv,nonprob,recommended,priority
n10361,great_pret,less_proper,foster,more,critical,inconv,nonprob,priority,spec_prior
n10362,great_pret,less_proper,foster,more,critical,inconv,nonprob,not_recom,not_recom
n10363,great_pret,less_proper,foster,more,critical,inconv,slightly_prob,recommended,priority
n10364,great_pret,less_proper,foster,more,critical,inconv,slightly_prob,priority,spec_prior
n10365,great_pret,less_proper,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
n10366,great_pret,less_proper,foster,more,critical,inconv,problematic,recommended,spec_prior
n10367,great_pret,less_proper,foster,more,critical,inconv,problematic,priority,spec_prior
n10368,great_pret,less_proper,foster,more,critical,inconv,problematic,not_recom,not_recom
n10369,great_pret,improper,complete,1,convenient,convenient,nonprob,recommended,priority
n10370,great_pret,improper,complete,1,convenient,convenient,nonprob,priority,priority
n10371,great_pret,improper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
n10372,great_pret,improper,complete,1,convenient,convenient,slightly_prob,recommended,priority
n10373,great_pret,improper,complete,1,convenient,convenient,slightly_prob,priority,priority
n10374,great_pret,improper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
n10375,great_pret,improper,complete,1,convenient,convenient,problematic,recommended,priority
n10376,great_pret,improper,complete,1,convenient,convenient,problematic,priority,priority
n10377,great_pret,improper,complete,1,convenient,convenient,problematic,not_recom,not_recom
n10378,great_pret,improper,complete,1,convenient,inconv,nonprob,recommended,priority
n10379,great_pret,improper,complete,1,convenient,inconv,nonprob,priority,spec_prior
n10380,great_pret,improper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
n10381,great_pret,improper,complete,1,convenient,inconv,slightly_prob,recommended,priority
n10382,great_pret,improper,complete,1,convenient,inconv,slightly_prob,priority,spec_prior
n10383,great_pret,improper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
n10384,great_pret,improper,complete,1,convenient,inconv,problematic,recommended,spec_prior
n10385,great_pret,improper,complete,1,convenient,inconv,problematic,priority,spec_prior
n10386,great_pret,improper,complete,1,convenient,inconv,problematic,not_recom,not_recom
n10387,great_pret,improper,complete,1,less_conv,convenient,nonprob,recommended,priority
n10388,great_pret,improper,complete,1,less_conv,convenient,nonprob,priority,spec_prior
n10389,great_pret,improper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
n10390,great_pret,improper,complete,1,less_conv,convenient,slightly_prob,recommended,priority
n10391,great_pret,improper,complete,1,less_conv,convenient,slightly_prob,priority,spec_prior
n10392,great_pret,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
n10393,great_pret,improper,complete,1,less_conv,convenient,problematic,recommended,spec_prior
n10394,great_pret,improper,complete,1,less_conv,convenient,problematic,priority,spec_prior
n10395,great_pret,improper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
n10396,great_pret,improper,complete,1,less_conv,inconv,nonprob,recommended,priority
n10397,great_pret,improper,complete,1,less_conv,inconv,nonprob,priority,spec_prior
n10398,great_pret,improper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
n10399,great_pret,improper,complete,1,less_conv,inconv,slightly_prob,recommended,priority
n10400,great_pret,improper,complete,1,less_conv,inconv,slightly_prob,priority,spec_prior
n10401,great_pret,improper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n10402,great_pret,improper,complete,1,less_conv,inconv,problematic,recommended,spec_prior
n10403,great_pret,improper,complete,1,less_conv,inconv,problematic,priority,spec_prior
n10404,great_pret,improper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
n10405,great_pret,improper,complete,1,critical,convenient,nonprob,recommended,priority
n10406,great_pret,improper,complete,1,critical,convenient,nonprob,priority,spec_prior
n10407,great_pret,improper,complete,1,critical,convenient,nonprob,not_recom,not_recom
n10408,great_pret,improper,complete,1,critical,convenient,slightly_prob,recommended,priority
n10409,great_pret,improper,complete,1,critical,convenient,slightly_prob,priority,spec_prior
n10410,great_pret,improper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
n10411,great_pret,improper,complete,1,critical,convenient,problematic,recommended,spec_prior
n10412,great_pret,improper,complete,1,critical,convenient,problematic,priority,spec_prior
n10413,great_pret,improper,complete,1,critical,convenient,problematic,not_recom,not_recom
n10414,great_pret,improper,complete,1,critical,inconv,nonprob,recommended,priority
n10415,great_pret,improper,complete,1,critical,inconv,nonprob,priority,spec_prior
n10416,great_pret,improper,complete,1,critical,inconv,nonprob,not_recom,not_recom
n10417,great_pret,improper,complete,1,critical,inconv,slightly_prob,recommended,priority
n10418,great_pret,improper,complete,1,critical,inconv,slightly_prob,priority,spec_prior
n10419,great_pret,improper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
n10420,great_pret,improper,complete,1,critical,inconv,problematic,recommended,spec_prior
n10421,great_pret,improper,complete,1,critical,inconv,problematic,priority,spec_prior
n10422,great_pret,improper,complete,1,critical,inconv,problematic,not_recom,not_recom
n10423,great_pret,improper,complete,2,convenient,convenient,nonprob,recommended,priority
n10424,great_pret,improper,complete,2,convenient,convenient,nonprob,priority,spec_prior
n10425,great_pret,improper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
n10426,great_pret,improper,complete,2,convenient,convenient,slightly_prob,recommended,priority
n10427,great_pret,improper,complete,2,convenient,convenient,slightly_prob,priority,spec_prior
n10428,great_pret,improper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
n10429,great_pret,improper,complete,2,convenient,convenient,problematic,recommended,spec_prior
n10430,great_pret,improper,complete,2,convenient,convenient,problematic,priority,spec_prior
n10431,great_pret,improper,complete,2,convenient,convenient,problematic,not_recom,not_recom
n10432,great_pret,improper,complete,2,convenient,inconv,nonprob,recommended,priority
n10433,great_pret,improper,complete,2,convenient,inconv,nonprob,priority,spec_prior
n10434,great_pret,improper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
n10435,great_pret,improper,complete,2,convenient,inconv,slightly_prob,recommended,priority
n10436,great_pret,improper,complete,2,convenient,inconv,slightly_prob,priority,spec_prior
n10437,great_pret,improper,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
n10438,great_pret,improper,complete,2,convenient,inconv,problematic,recommended,spec_prior
n10439,great_pret,improper,complete,2,convenient,inconv,problematic,priority,spec_prior
n10440,great_pret,improper,complete,2,convenient,inconv,problematic,not_recom,not_recom
n10441,great_pret,improper,complete,2,less_conv,convenient,nonprob,recommended,priority
n10442,great_pret,improper,complete,2,less_conv,convenient,nonprob,priority,spec_prior
n10443,great_pret,improper,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
n10444,great_pret,improper,complete,2,less_conv,convenient,slightly_prob,recommended,priority
n10445,great_pret,improper,complete,2,less_conv,convenient,slightly_prob,priority,spec_prior
n10446,great_pret,improper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n10447,great_pret,improper,complete,2,less_conv,convenient,problematic,recommended,spec_prior
n10448,great_pret,improper,complete,2,less_conv,convenient,problematic,priority,spec_prior
n10449,great_pret,improper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
n10450,great_pret,improper,complete,2,less_conv,inconv,nonprob,recommended,priority
n10451,great_pret,improper,complete,2,less_conv,inconv,nonprob,priority,spec_prior
n10452,great_pret,improper,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
n10453,great_pret,improper,complete,2,less_conv,inconv,slightly_prob,recommended,priority
n10454,great_pret,improper,complete,2,less_conv,inconv,slightly_prob,priority,spec_prior
n10455,great_pret,improper,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n10456,great_pret,improper,complete,2,less_conv,inconv,problematic,recommended,spec_prior
n10457,great_pret,improper,complete,2,less_conv,inconv,problematic,priority,spec_prior
n10458,great_pret,improper,complete,2,less_conv,inconv,problematic,not_recom,not_recom
n10459,great_pret,improper,complete,2,critical,convenient,nonprob,recommended,spec_prior
n10460,great_pret,improper,complete,2,critical,convenient,nonprob,priority,spec_prior
n10461,great_pret,improper,complete,2,critical,convenient,nonprob,not_recom,not_recom
n10462,great_pret,improper,complete,2,critical,convenient,slightly_prob,recommended,spec_prior
n10463,great_pret,improper,complete,2,critical,convenient,slightly_prob,priority,spec_prior
n10464,great_pret,improper,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
n10465,great_pret,improper,complete,2,critical,convenient,problematic,recommended,spec_prior
n10466,great_pret,improper,complete,2,critical,convenient,problematic,priority,spec_prior
n10467,great_pret,improper,complete,2,critical,convenient,problematic,not_recom,not_recom
n10468,great_pret,improper,complete,2,critical,inconv,nonprob,recommended,spec_prior
n10469,great_pret,improper,complete,2,critical,inconv,nonprob,priority,spec_prior
n10470,great_pret,improper,complete,2,critical,inconv,nonprob,not_recom,not_recom
n10471,great_pret,improper,complete,2,critical,inconv,slightly_prob,recommended,spec_prior
n10472,great_pret,improper,complete,2,critical,inconv,slightly_prob,priority,spec_prior
n10473,great_pret,improper,complete,2,critical,inconv,slightly_prob,not_recom,not_recom
n10474,great_pret,improper,complete,2,critical,inconv,problematic,recommended,spec_prior
n10475,great_pret,improper,complete,2,critical,inconv,problematic,priority,spec_prior
n10476,great_pret,improper,complete,2,critical,inconv,problematic,not_recom,not_recom
n10477,great_pret,improper,complete,3,convenient,convenient,nonprob,recommended,priority
n10478,great_pret,improper,complete,3,convenient,convenient,nonprob,priority,spec_prior
n10479,great_pret,improper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
n10480,great_pret,improper,complete,3,convenient,convenient,slightly_prob,recommended,priority
n10481,great_pret,improper,complete,3,convenient,convenient,slightly_prob,priority,spec_prior
n10482,great_pret,improper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
n10483,great_pret,improper,complete,3,convenient,convenient,problematic,recommended,spec_prior
n10484,great_pret,improper,complete,3,convenient,convenient,problematic,priority,spec_prior
n10485,great_pret,improper,complete,3,convenient,convenient,problematic,not_recom,not_recom
n10486,great_pret,improper,complete,3,convenient,inconv,nonprob,recommended,spec_prior
n10487,great_pret,improper,complete,3,convenient,inconv,nonprob,priority,spec_prior
n10488,great_pret,improper,complete,3,convenient,inconv,nonprob,not_recom,not_recom
n10489,great_pret,improper,complete,3,convenient,inconv,slightly_prob,recommended,spec_prior
n10490,great_pret,improper,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
n10491,great_pret,improper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
n10492,great_pret,improper,complete,3,convenient,inconv,problematic,recommended,spec_prior
n10493,great_pret,improper,complete,3,convenient,inconv,problematic,priority,spec_prior
n10494,great_pret,improper,complete,3,convenient,inconv,problematic,not_recom,not_recom
n10495,great_pret,improper,complete,3,less_conv,convenient,nonprob,recommended,spec_prior
n10496,great_pret,improper,complete,3,less_conv,convenient,nonprob,priority,spec_prior
n10497,great_pret,improper,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
n10498,great_pret,improper,complete,3,less_conv,convenient,slightly_prob,recommended,spec_prior
n10499,great_pret,improper,complete,3,less_conv,convenient,slightly_prob,priority,spec_prior
n10500,great_pret,improper,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
n10501,great_pret,improper,complete,3,less_conv,convenient,problematic,recommended,spec_prior
n10502,great_pret,improper,complete,3,less_conv,convenient,problematic,priority,spec_prior
n10503,great_pret,improper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
n10504,great_pret,improper,complete,3,less_conv,inconv,nonprob,recommended,spec_prior
n10505,great_pret,improper,complete,3,less_conv,inconv,nonprob,priority,spec_prior
n10506,great_pret,improper,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
n10507,great_pret,improper,complete,3,less_conv,inconv,slightly_prob,recommended,spec_prior
n10508,great_pret,improper,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
n10509,great_pret,improper,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
n10510,great_pret,improper,complete,3,less_conv,inconv,problematic,recommended,spec_prior
n10511,great_pret,improper,complete,3,less_conv,inconv,problematic,priority,spec_prior
n10512,great_pret,improper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
n10513,great_pret,improper,complete,3,critical,convenient,nonprob,recommended,spec_prior
n10514,great_pret,improper,complete,3,critical,convenient,nonprob,priority,spec_prior
n10515,great_pret,improper,complete,3,critical,convenient,nonprob,not_recom,not_recom
n10516,great_pret,improper,complete,3,critical,convenient,slightly_prob,recommended,spec_prior
n10517,great_pret,improper,complete,3,critical,convenient,slightly_prob,priority,spec_prior
n10518,great_pret,improper,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
n10519,great_pret,improper,complete,3,critical,convenient,problematic,recommended,spec_prior
n10520,great_pret,improper,complete,3,critical,convenient,problematic,priority,spec_prior
n10521,great_pret,improper,complete,3,critical,convenient,problematic,not_recom,not_recom
n10522,great_pret,improper,complete,3,critical,inconv,nonprob,recommended,spec_prior
n10523,great_pret,improper,complete,3,critical,inconv,nonprob,priority,spec_prior
n10524,great_pret,improper,complete,3,critical,inconv,nonprob,not_recom,not_recom
n10525,great_pret,improper,complete,3,critical,inconv,slightly_prob,recommended,spec_prior
n10526,great_pret,improper,complete,3,critical,inconv,slightly_prob,priority,spec_prior
n10527,great_pret,improper,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
n10528,great_pret,improper,complete,3,critical,inconv,problematic,recommended,spec_prior
n10529,great_pret,improper,complete,3,critical,inconv,problematic,priority,spec_prior
n10530,great_pret,improper,complete,3,critical,inconv,problematic,not_recom,not_recom
n10531,great_pret,improper,complete,more,convenient,convenient,nonprob,recommended,priority
n10532,great_pret,improper,complete,more,convenient,convenient,nonprob,priority,spec_prior
n10533,great_pret,improper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
n10534,great_pret,improper,complete,more,convenient,convenient,slightly_prob,recommended,priority
n10535,great_pret,improper,complete,more,convenient,convenient,slightly_prob,priority,spec_prior
n10536,great_pret,improper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
n10537,great_pret,improper,complete,more,convenient,convenient,problematic,recommended,spec_prior
n10538,great_pret,improper,complete,more,convenient,convenient,problematic,priority,spec_prior
n10539,great_pret,improper,complete,more,convenient,convenient,problematic,not_recom,not_recom
n10540,great_pret,improper,complete,more,convenient,inconv,nonprob,recommended,spec_prior
n10541,great_pret,improper,complete,more,convenient,inconv,nonprob,priority,spec_prior
n10542,great_pret,improper,complete,more,convenient,inconv,nonprob,not_recom,not_recom
n10543,great_pret,improper,complete,more,convenient,inconv,slightly_prob,recommended,spec_prior
n10544,great_pret,improper,complete,more,convenient,inconv,slightly_prob,priority,spec_prior
n10545,great_pret,improper,complete,more,convenient,inconv,slightly_prob,not_recom,not_recom
n10546,great_pret,improper,complete,more,convenient,inconv,problematic,recommended,spec_prior
n10547,great_pret,improper,complete,more,convenient,inconv,problematic,priority,spec_prior
n10548,great_pret,improper,complete,more,convenient,inconv,problematic,not_recom,not_recom
n10549,great_pret,improper,complete,more,less_conv,convenient,nonprob,recommended,spec_prior
n10550,great_pret,improper,complete,more,less_conv,convenient,nonprob,priority,spec_prior
n10551,great_pret,improper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
n10552,great_pret,improper,complete,more,less_conv,convenient,slightly_prob,recommended,spec_prior
n10553,great_pret,improper,complete,more,less_conv,convenient,slightly_prob,priority,spec_prior
