object,X2,X8,X3,X5,X1,X8.1,X13,X0,X6,X6.1,X10,X8.2,X0.1,X8.3,X0.2,X8.4,19
L15853,3,4,4,3,3,6,10,5,2,9,7,6,5,11,2,6,22
L15854,6,10,5,8,2,4,13,3,7,12,10,4,0,10,1,5,19
L15855,2,3,3,2,1,7,7,7,4,7,6,8,2,8,2,8,14
L15856,5,9,5,6,3,2,12,4,3,11,12,8,3,10,1,7,21
L15857,6,12,7,6,5,7,3,2,2,8,4,10,8,1,2,8,12
L15858,4,6,6,8,4,13,4,3,7,10,2,7,2,7,5,12,25
L15859,4,10,5,7,3,5,10,10,4,9,6,5,2,10,4,8,15
L15860,3,8,5,6,2,7,6,3,1,7,0,8,2,7,1,8,0
L15861,7,10,9,8,11,8,8,5,3,9,5,7,5,8,12,8,18
L15862,5,9,7,6,6,5,10,5,5,10,8,3,1,10,3,7,15
L15863,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,4
L15864,5,10,6,7,5,5,11,5,5,11,9,3,1,10,4,7,15
L15865,1,0,1,0,0,8,7,6,4,7,6,8,2,8,2,8,14
L15866,1,4,2,3,1,9,6,2,6,12,4,9,1,7,1,7,9
L15867,3,4,6,3,3,7,6,3,4,9,8,9,7,5,2,9,12
L15868,6,10,8,8,9,8,7,7,5,6,5,8,10,8,10,12,12
L15869,4,8,6,6,4,7,7,7,6,6,6,9,2,8,4,8,6
L15870,2,1,2,1,0,8,15,2,4,6,10,8,0,8,0,8,19
L15871,3,7,3,5,2,3,7,6,10,7,6,14,0,8,7,8,4
L15872,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8,20
L15873,3,7,4,5,2,8,6,2,6,14,5,9,0,7,0,7,9
L15874,5,7,7,6,9,6,8,6,5,6,6,8,8,9,8,8,22
L15875,3,4,4,6,2,8,7,6,9,4,6,7,0,8,9,8,18
L15876,9,12,12,7,5,10,2,3,2,10,2,9,8,1,1,8,12
L15877,2,1,2,2,1,7,7,3,12,8,6,8,0,8,7,8,25
L15878,3,8,6,6,1,7,8,4,3,7,14,8,3,9,0,8,21
L15879,4,7,6,5,3,7,8,1,8,10,7,8,2,8,3,8,23
L15880,3,6,5,9,8,9,7,4,1,6,7,9,4,11,7,8,24
L15881,3,6,5,4,1,8,10,2,2,7,13,8,2,11,0,8,24
L15882,6,8,9,10,9,7,4,4,2,6,4,6,8,6,11,7,7
L15883,4,7,5,5,3,7,6,8,4,8,5,10,3,8,3,8,14
L15884,6,10,7,7,4,5,7,6,8,11,9,14,2,9,4,5,2
L15885,5,7,6,5,4,9,6,3,7,10,6,9,2,10,5,9,18
L15886,4,10,4,5,3,10,6,4,7,11,3,9,3,6,7,11,16
L15887,4,6,4,4,2,3,12,5,4,11,12,7,3,10,1,8,21
L15888,8,15,8,8,4,7,6,3,6,9,9,10,6,12,3,7,10
L15889,6,11,7,8,6,6,7,7,5,8,7,11,5,7,6,6,6
L15890,6,9,8,7,5,7,9,6,5,7,6,6,7,8,3,8,13
L15891,3,4,4,3,2,4,8,4,7,10,10,13,1,9,2,7,2
L15892,6,8,6,10,6,8,6,7,4,9,6,10,4,9,7,6,16
L15893,1,0,2,1,0,8,4,2,0,7,2,8,1,7,1,8,0
L15894,4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,6,20
L15895,9,12,8,6,4,7,7,2,9,9,7,9,4,9,4,7,23
L15896,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8
L15897,3,8,4,6,3,8,7,8,6,7,5,9,3,8,3,7,14
L15898,5,11,5,8,3,4,10,10,4,9,6,4,2,10,4,8,15
L15899,4,10,5,7,7,7,7,3,5,7,7,10,6,10,6,6,11
L15900,2,3,3,2,1,10,2,2,1,9,2,9,1,6,1,8,0
L15901,1,0,1,0,0,6,7,6,5,7,6,6,2,8,2,8,3
L15902,2,4,4,2,2,8,8,2,7,10,4,7,1,8,4,8,18
L15903,5,9,7,6,6,8,8,8,5,6,7,9,3,8,4,5,20
L15904,6,11,8,8,4,4,14,4,5,13,7,2,1,10,2,5,5
L15905,4,5,5,7,3,8,6,8,6,6,5,8,3,8,4,8,16
L15906,3,7,3,5,2,3,8,6,10,7,6,14,0,8,7,8,4
L15907,6,10,8,8,7,7,8,6,4,6,4,5,5,8,7,7,1
L15908,1,0,2,1,1,7,7,7,5,6,6,7,1,8,7,9,1
L15909,4,6,5,4,4,7,5,6,5,7,6,9,5,7,4,8,15
L15910,1,0,1,0,1,7,7,6,4,7,6,7,1,8,6,9,1
L15911,3,4,4,6,3,6,8,9,7,7,6,7,2,8,9,9,1
L15912,2,6,4,4,1,9,11,1,7,4,11,8,1,10,1,8,24
L15913,6,8,6,6,4,4,9,1,8,10,10,6,0,10,3,4,24
L15914,5,10,6,7,3,5,11,9,4,7,4,8,3,7,6,11,17
L15915,6,7,8,9,8,10,10,5,3,6,7,8,6,11,8,4,24
L15916,2,3,3,2,1,7,9,4,3,11,4,3,1,10,2,8,15
L15917,6,10,8,7,5,6,6,6,6,6,6,8,4,7,4,8,6
L15918,3,6,4,4,3,8,11,2,2,6,10,9,2,10,2,9,21
L15919,4,5,7,3,4,6,8,1,7,10,7,10,3,8,3,7,10
L15920,4,8,6,6,5,7,7,7,6,6,5,5,3,8,3,7,3
L15921,3,6,4,4,3,7,7,3,12,8,6,8,0,8,7,8,25
L15922,9,10,8,6,3,5,8,5,7,3,3,11,6,10,3,7,13
L15923,7,8,7,6,5,3,11,2,2,10,9,8,6,12,2,6,22
L15924,7,8,9,7,10,8,7,4,5,7,6,8,7,10,8,5,21
L15925,1,0,2,1,1,8,6,9,0,7,8,8,6,6,0,8,12
L15926,4,9,5,6,3,9,9,6,10,5,5,5,0,7,9,7,18
L15927,2,4,3,3,2,6,8,7,7,8,8,13,1,10,4,10,2
L15928,2,4,3,2,2,5,7,4,7,7,7,11,3,9,5,10,10
L15929,5,5,8,4,4,6,6,3,4,10,9,10,10,5,3,9,12
L15930,6,9,5,5,2,7,4,3,5,10,4,12,2,7,6,7,11
L15931,3,6,5,8,1,6,14,0,6,8,11,8,0,8,0,8,19
L15932,8,11,11,8,5,6,9,3,5,10,8,8,6,8,1,7,13
L15933,4,9,6,7,6,9,8,4,5,9,4,7,3,7,3,11,17
L15934,6,10,7,8,9,8,6,4,4,6,5,9,7,7,8,13,6
L15935,5,9,8,6,4,4,9,3,8,11,12,9,3,9,4,5,23
L15936,4,7,6,5,6,8,7,5,2,7,6,8,8,9,4,7,14
L15937,4,6,5,4,3,6,8,3,8,11,6,7,2,7,5,7,18
L15938,4,10,5,8,5,5,10,8,3,7,4,9,2,7,5,11,17
L15939,5,9,7,7,8,10,6,5,5,6,7,6,10,6,6,5,20
L15940,2,5,3,7,1,13,2,9,4,14,4,12,1,6,0,8,9
L15941,4,7,6,5,5,7,7,6,3,7,6,10,4,8,7,7,6
L15942,2,3,4,1,2,6,8,2,7,11,7,8,1,8,3,7,4
L15943,5,9,6,7,3,6,9,4,9,11,6,7,2,6,5,7,18
L15944,3,3,4,1,2,5,11,3,2,9,8,7,5,11,1,6,22
L15945,2,4,2,2,1,6,10,5,4,9,7,4,1,10,3,7,15
L15946,2,3,4,2,2,7,6,6,5,6,6,9,2,9,4,9,6
L15947,2,4,3,5,3,8,7,6,3,8,6,9,2,9,4,9,16
L15948,2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9,1
L15949,4,10,6,8,6,9,7,3,5,10,4,6,2,8,5,9,1
L15950,1,1,2,1,1,8,7,6,4,6,6,8,2,8,3,8,16
L15951,4,11,6,9,4,5,4,6,7,2,2,5,1,6,1,5,11
L15952,4,9,5,7,4,5,6,6,5,9,7,12,2,8,4,10,6
L15953,4,9,5,7,4,4,8,4,8,11,10,10,2,8,4,5,4
L15954,6,9,8,7,5,9,7,2,10,11,4,9,2,8,5,9,4
L15955,5,11,7,9,6,8,7,3,5,6,7,7,4,10,11,9,23
L15956,3,4,4,5,3,7,8,5,2,7,9,10,3,9,4,9,16
L15957,10,13,8,7,4,7,10,4,7,3,4,9,5,7,2,7,13
L15958,4,7,4,5,3,4,7,7,3,7,6,11,3,8,2,11,10
L15959,3,3,4,5,2,8,7,9,7,7,5,9,3,8,4,8,14
L15960,4,9,4,6,2,4,12,2,8,12,10,5,0,10,2,5,19
L15961,1,3,3,2,1,7,9,3,4,12,5,4,1,9,2,9,15
L15962,4,5,6,4,5,7,8,5,5,8,6,8,6,9,6,9,21
L15963,4,5,5,7,3,3,7,6,11,7,7,15,0,8,7,7,4
L15964,4,8,4,6,2,8,5,13,5,6,14,8,3,9,0,8,20
L15965,4,8,6,6,3,8,6,3,10,12,4,10,1,8,6,9,25
L15966,7,10,9,8,8,7,8,6,6,8,7,6,7,8,3,7,3
L15967,2,5,4,3,3,9,7,5,6,9,5,5,2,8,3,8,3
L15968,5,7,6,6,7,7,8,5,3,7,5,7,8,7,5,7,13
L15969,1,2,2,3,2,8,7,6,3,5,6,9,2,9,3,9,16
L15970,6,10,9,8,9,8,8,8,4,6,6,8,3,8,8,4,0
L15971,2,8,3,6,3,7,7,1,6,11,5,9,1,6,1,6,9
L15972,5,8,7,10,6,11,5,3,5,9,2,7,2,7,6,9,25
L15973,4,4,6,7,1,9,8,5,3,6,14,8,3,9,0,8,21
L15974,3,5,5,4,2,9,7,3,8,11,3,6,1,9,4,10,18
L15975,4,11,6,8,4,2,13,4,4,12,9,5,1,10,2,5,5
L15976,4,7,6,5,4,8,7,4,7,11,5,7,3,7,4,8,3
L15977,2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8,19
L15978,2,3,4,2,2,6,8,1,6,10,6,8,3,8,2,7,10
L15979,3,3,5,4,1,7,11,2,2,7,12,8,1,11,0,8,24
L15980,4,6,5,4,6,7,7,4,2,8,7,9,7,10,3,8,21
L15981,3,8,5,6,3,7,8,4,9,6,6,7,3,9,7,7,23
L15982,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,8
L15983,3,9,6,7,5,8,5,0,4,6,3,7,2,7,4,5,0
L15984,2,4,4,3,2,8,6,2,9,11,5,9,1,8,6,9,25
L15985,2,4,3,3,1,9,5,4,6,14,6,12,0,7,0,8,9
L15986,5,11,7,8,7,8,4,7,4,5,7,11,6,6,8,8,16
L15987,4,7,6,5,4,9,6,1,7,11,4,8,3,8,4,11,4
L15988,2,3,3,1,1,6,11,3,5,13,6,4,1,9,1,7,5
L15989,4,7,4,9,4,8,8,6,3,8,9,11,3,9,6,7,16
L15990,3,3,5,2,2,10,6,2,8,11,3,7,2,8,3,9,23
L15991,3,6,3,4,2,1,13,3,3,12,10,6,0,8,2,7,5
L15992,5,9,7,6,4,7,8,2,6,14,5,7,1,8,1,7,9
L15993,3,3,4,4,1,1,15,5,3,12,9,4,0,8,2,6,5
L15994,4,8,6,6,5,4,11,4,5,11,9,5,0,10,3,7,15
L15995,4,9,4,6,1,0,0,6,6,0,1,5,0,8,0,8,11
L15996,4,6,6,4,6,8,6,7,3,7,5,7,4,7,7,7,17
L15997,8,14,7,8,4,8,4,5,3,8,4,5,4,7,5,8,6
L15998,4,7,5,5,3,7,7,2,9,11,6,9,2,8,5,8,4
L15999,2,1,3,2,1,6,8,7,7,8,8,13,1,9,4,10,2
L16000,4,10,6,7,9,9,6,4,3,6,7,7,9,8,5,6,20
L16001,6,9,8,4,3,8,7,3,4,13,5,8,6,8,0,8,13
L16002,6,9,8,8,10,7,7,5,4,7,6,8,7,9,7,10,21
L16003,5,6,6,4,3,7,6,2,7,7,6,9,0,9,4,8,8
L16004,5,9,7,6,4,9,7,3,5,10,4,6,5,8,1,7,13
L16005,5,8,8,6,6,5,8,3,6,10,8,8,4,8,4,6,7
L16006,0,0,1,0,0,5,7,5,6,7,6,12,0,8,6,10,4
L16007,1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8,24
L16008,5,9,7,7,5,6,7,7,5,5,6,11,4,8,4,8,6
L16009,2,4,4,3,2,7,8,2,8,11,7,9,2,8,4,8,4
L16010,5,4,5,6,2,7,7,15,2,4,6,8,6,8,0,8,13
L16011,1,3,2,1,1,8,7,3,4,10,5,7,1,8,3,9,1
L16012,4,7,5,5,3,7,6,7,7,7,5,11,2,9,4,8,6
L16013,4,9,4,6,2,0,2,4,6,1,0,7,0,8,0,8,11
L16014,4,7,6,5,5,8,9,7,3,6,6,11,4,7,7,10,4
L16015,6,8,8,7,9,7,6,6,4,7,7,9,10,8,9,9,6
L16016,4,10,6,8,6,7,6,6,5,7,7,9,8,5,2,8,12
L16017,2,4,4,3,3,9,7,4,6,10,4,6,2,8,3,8,3
L16018,6,7,6,5,2,3,12,5,5,13,12,6,2,11,2,6,24
L16019,5,5,5,6,3,5,12,8,3,7,2,9,3,7,6,11,17
L16020,4,7,6,10,9,8,11,5,0,9,7,6,4,10,5,8,15
L16021,3,9,5,7,5,8,7,5,7,7,6,5,3,8,3,7,3
L16022,4,9,4,7,3,3,6,6,12,7,7,15,0,8,7,7,4
L16023,4,5,6,4,3,7,11,2,3,7,9,8,7,11,1,8,22
L16024,4,2,5,4,3,7,7,7,7,6,6,5,2,8,3,7,3
L16025,8,13,7,7,4,7,5,4,8,10,5,9,3,7,9,9,16
L16026,4,7,5,5,5,7,8,5,6,6,4,8,3,6,5,9,17
L16027,4,6,4,4,3,6,7,5,5,9,7,10,2,9,4,10,6
L16028,3,7,4,5,2,8,10,2,2,6,12,8,2,11,0,8,24
L16029,5,8,7,6,7,7,10,3,5,5,6,9,6,7,7,7,17
L16030,2,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,3
L16031,4,11,5,8,5,9,6,2,5,11,4,9,1,6,2,5,9
L16032,4,7,5,5,3,6,7,6,8,5,6,13,1,6,5,9,2
L16033,3,7,4,5,1,6,8,1,8,14,7,8,0,8,1,7,8
L16034,6,10,8,8,6,6,7,7,8,7,6,8,5,11,8,8,19
L16035,1,0,1,0,0,7,7,5,7,7,6,14,0,8,4,10,2
L16036,3,4,5,3,2,7,8,2,5,10,6,6,5,9,0,7,13
L16037,5,5,6,4,4,8,6,6,5,6,7,8,10,6,4,6,12
L16038,2,3,2,2,2,7,8,5,5,7,5,6,2,8,5,9,1
L16039,3,7,5,5,4,7,7,5,6,7,6,9,6,8,3,7,7
L16040,4,7,4,5,2,6,10,9,4,7,5,8,2,8,5,10,17
L16041,6,9,9,8,7,7,4,4,4,7,4,9,5,4,7,7,16
L16042,3,6,5,4,1,9,4,3,1,7,1,8,3,6,2,8,0
L16043,3,8,4,6,3,8,8,7,5,6,7,8,2,7,5,11,6
L16044,5,12,5,7,4,11,4,4,6,12,3,9,3,8,7,12,16
L16045,3,3,4,4,2,7,8,14,1,7,5,8,3,8,0,8,7
L16046,4,11,4,8,2,4,8,8,2,6,3,11,4,8,2,11,10
L16047,4,10,5,8,3,7,5,8,9,8,4,13,1,9,5,10,6
L16048,4,6,5,4,5,7,6,7,4,7,6,9,2,9,8,4,0
L16049,4,9,6,7,4,10,3,2,2,8,2,10,5,5,3,8,0
L16050,3,11,4,8,3,14,4,4,5,13,1,8,0,7,0,8,9
L16051,4,6,5,4,5,6,5,4,4,6,6,9,3,6,7,11,10
L16052,5,7,5,5,5,4,10,2,3,9,8,8,6,11,2,6,22
L16053,2,1,2,3,2,7,8,5,4,7,6,7,4,8,1,6,13
L16054,4,7,4,4,2,7,5,14,1,7,8,8,3,8,0,8,7
L16055,5,10,4,5,2,9,3,4,4,12,4,13,2,6,6,9,11
L16056,6,9,6,4,5,8,8,4,4,9,6,7,6,7,8,6,1
L16057,5,11,5,8,3,3,8,6,11,7,6,15,0,8,7,7,4
L16058,5,8,5,6,3,5,9,1,7,9,9,5,1,11,3,5,24
L16059,3,9,5,7,2,8,6,3,6,15,5,9,1,6,1,6,9
L16060,1,0,1,0,0,7,7,10,0,6,6,8,4,8,0,8,13
L16061,6,8,7,7,6,8,7,4,6,7,6,8,3,8,8,11,11
L16062,3,6,5,4,6,6,9,3,3,8,7,6,3,8,9,1,18
L16063,5,9,6,8,6,8,7,7,5,6,7,8,3,8,4,9,16
L16064,5,11,5,6,4,10,5,3,5,10,4,7,5,8,7,7,3
L16065,6,10,8,8,5,5,9,2,10,10,8,9,3,8,5,5,4
L16066,2,7,4,5,2,7,4,2,7,7,2,8,1,6,2,8,11
L16067,6,10,7,8,5,6,6,6,5,9,6,12,4,8,5,8,6
L16068,4,6,4,8,3,5,9,11,5,8,6,5,2,10,4,8,15
L16069,3,6,4,4,2,3,7,6,3,7,6,11,3,8,3,11,10
L16070,3,2,4,3,3,6,11,2,2,7,9,9,6,11,1,8,22
L16071,3,9,5,6,4,8,8,8,4,7,8,8,3,8,3,8,14
L16072,4,7,7,5,4,4,10,3,3,9,10,9,8,11,1,8,22
L16073,4,9,3,4,2,11,5,4,1,8,4,9,4,6,4,9,0
L16074,2,6,3,4,1,7,7,14,1,7,6,8,3,8,0,8,7
L16075,2,8,4,6,3,7,12,3,6,7,11,8,2,12,1,8,19
L16076,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,8
L16077,3,8,5,6,3,4,11,6,5,11,10,5,2,9,2,5,5
L16078,1,9,1,6,2,7,7,0,7,7,6,8,0,8,3,8,8
L16079,1,3,3,2,1,9,7,4,5,10,4,5,2,8,2,8,3
L16080,5,6,5,4,3,5,10,1,8,11,9,5,1,9,3,4,19
L16081,4,8,6,6,6,6,7,6,4,8,6,8,5,8,6,10,15
L16082,5,11,6,8,6,7,8,5,9,7,7,9,1,9,7,7,25
L16083,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8
L16084,4,9,6,7,6,9,7,4,6,10,5,5,3,8,3,8,3
L16085,3,5,5,3,2,5,12,3,5,13,7,4,1,10,1,6,5
L16086,5,7,6,5,3,8,6,6,7,11,6,12,2,10,4,8,6
L16087,6,14,6,8,4,9,7,3,7,11,4,6,2,8,6,6,19
L16088,5,9,6,6,3,4,8,6,8,12,10,12,2,9,3,7,2
L16089,2,1,3,2,2,7,7,5,5,7,6,6,2,8,5,9,1
L16090,2,6,4,4,5,9,6,3,3,6,6,7,5,9,6,7,7
L16091,10,14,9,8,4,8,10,5,5,4,5,10,6,10,3,7,13
L16092,1,3,3,2,1,6,7,2,7,10,7,9,2,8,4,9,4
L16093,5,11,8,8,5,10,7,3,7,11,2,6,3,7,4,10,17
L16094,5,7,6,5,5,8,7,8,5,6,7,9,3,8,4,6,20
L16095,1,3,2,2,1,5,4,4,6,3,3,5,1,7,1,6,11
L16096,3,8,3,6,3,5,9,8,3,9,6,5,2,10,3,8,15
L16097,4,8,4,6,3,6,8,6,7,12,8,12,2,10,3,8,2
L16098,3,2,4,3,2,7,8,5,4,8,7,7,5,8,3,6,13
L16099,2,4,4,2,2,6,10,3,5,13,6,5,1,9,1,7,5
L16100,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
L16101,3,7,4,5,2,7,7,3,12,8,6,8,0,8,7,8,25
L16102,3,4,4,6,2,1,12,5,6,12,11,9,0,8,2,6,5
L16103,3,8,4,6,2,6,7,10,8,6,6,6,3,8,4,8,3
L16104,3,7,4,5,3,7,7,7,6,6,6,9,1,8,5,11,6
L16105,3,7,4,5,4,7,7,8,5,7,6,7,2,8,7,9,1
L16106,4,11,4,8,4,8,6,7,7,7,8,9,2,10,10,7,18
L16107,6,10,5,7,3,6,11,1,9,11,9,4,0,10,3,4,19
L16108,4,9,5,8,3,9,8,8,5,5,8,9,3,7,5,10,16
L16109,3,10,5,8,2,8,8,4,3,6,14,8,3,9,0,8,21
L16110,4,8,5,6,5,6,8,7,9,6,4,10,3,8,6,8,4
L16111,6,7,8,6,6,7,7,3,6,7,8,9,5,10,3,6,0
L16112,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,22
L16113,7,11,9,8,9,8,7,5,5,7,6,7,7,6,9,14,10
L16114,4,7,6,9,7,9,10,7,4,7,7,6,5,11,6,3,24
L16115,5,8,7,6,8,6,9,4,5,6,5,9,8,7,7,10,10
L16116,5,10,5,5,2,7,4,3,6,11,4,13,2,6,6,8,11
L16117,2,0,2,1,1,8,7,6,4,6,6,8,2,8,3,8,16
L16118,4,4,4,7,4,6,8,9,7,7,6,7,2,8,9,10,1
L16119,4,7,5,5,3,8,8,3,7,10,3,6,2,6,5,9,18
L16120,2,2,3,4,2,6,9,3,5,10,9,5,4,10,3,8,5
L16121,3,7,4,5,3,8,7,7,7,7,7,8,2,9,9,8,18
L16122,6,9,7,11,7,9,5,7,4,9,5,11,4,8,6,6,16
L16123,2,1,2,2,1,4,4,4,7,2,1,6,0,7,1,6,11
L16124,5,10,7,8,4,5,12,3,8,8,12,8,1,12,1,7,19
L16125,6,10,8,8,5,7,10,5,4,12,5,3,1,10,3,8,15
L16126,2,6,4,4,2,8,3,2,2,7,1,8,2,7,3,7,0
L16127,3,5,5,4,3,5,7,1,7,10,8,11,3,8,3,8,10
L16128,2,3,3,2,1,6,10,3,5,13,6,4,1,9,1,8,5
L16129,2,3,3,2,2,7,7,6,6,6,6,4,2,8,3,7,3
L16130,4,4,6,6,6,9,10,5,0,5,7,10,6,13,4,10,16
L16131,3,6,4,4,2,4,3,7,6,1,2,4,1,6,1,6,11
L16132,6,11,7,8,6,8,7,7,6,6,5,9,2,7,5,11,6
L16133,5,9,7,7,5,7,7,8,6,7,6,13,6,8,5,7,2
L16134,5,9,7,7,4,7,9,6,5,7,7,7,6,8,2,7,13
L16135,5,7,7,5,5,7,6,1,6,10,5,9,3,7,3,9,10
L16136,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,8
L16137,5,10,7,7,6,7,10,5,3,11,5,3,1,10,3,8,15
L16138,3,3,3,4,2,6,9,9,4,7,5,7,3,7,5,11,17
L16139,6,10,6,7,4,9,6,8,6,9,4,7,3,8,4,8,14
L16140,2,3,3,1,1,6,8,2,8,10,8,9,2,8,2,7,23
L16141,4,10,6,8,3,8,12,3,4,5,11,9,3,10,1,7,21
L16142,6,11,8,8,8,7,8,6,8,8,6,8,9,7,4,8,7
L16143,3,5,6,4,2,10,2,2,2,8,2,9,4,6,2,9,0
L16144,2,4,4,3,2,9,7,3,5,10,4,6,2,7,3,9,17
L16145,4,11,6,8,3,6,10,1,7,7,12,9,1,11,2,8,24
L16146,3,6,5,4,5,6,7,4,4,7,6,8,4,6,8,13,10
L16147,9,14,9,8,4,7,6,4,3,13,9,9,3,10,3,9,18
L16148,5,10,7,8,4,9,6,1,8,10,3,7,3,8,4,8,23
L16149,4,11,5,8,7,5,7,6,8,6,5,11,3,8,5,9,4
L16150,3,4,4,3,1,5,13,3,6,11,9,4,1,11,1,5,19
L16151,3,6,5,4,3,9,7,4,5,11,5,6,3,8,2,8,3
L16152,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,8
L16153,2,9,2,7,2,7,7,0,8,7,6,9,0,8,3,8,8
L16154,4,2,6,4,4,5,11,3,2,8,9,9,10,13,1,8,22
L16155,1,1,2,2,1,8,7,3,8,6,6,8,2,8,6,8,23
L16156,4,8,6,6,6,9,6,4,6,10,4,7,3,8,5,10,1
L16157,4,9,6,6,3,9,8,2,8,7,6,6,0,8,4,7,8
L16158,2,3,3,2,2,7,7,5,5,7,6,8,3,8,2,8,7
L16159,4,6,6,4,3,6,11,4,5,12,7,5,2,9,2,6,5
L16160,4,4,5,6,3,8,6,5,9,5,6,8,0,8,9,8,18
L16161,4,8,5,6,2,10,6,2,8,14,3,8,0,7,0,8,9
L16162,8,11,11,8,7,12,5,3,6,10,2,6,10,9,2,9,12
L16163,5,6,7,4,6,5,9,3,4,8,7,9,6,8,4,4,13
L16164,4,9,7,7,4,9,3,2,3,6,1,7,2,6,2,7,0
L16165,2,4,4,3,2,9,8,3,5,10,3,6,2,6,3,10,17
L16166,3,6,5,4,2,7,9,1,6,14,5,6,0,7,0,7,9
L16167,5,10,8,8,10,7,6,3,2,7,5,7,3,8,15,5,18
L16168,3,5,3,4,2,7,9,5,4,7,6,7,5,8,2,7,13
L16169,4,4,4,5,2,3,7,8,2,7,5,11,4,8,2,11,10
L16170,4,7,6,5,3,8,10,3,6,13,4,2,1,10,3,9,15
L16171,5,9,4,6,3,9,8,2,3,12,4,5,2,9,6,9,9
L16172,2,7,3,5,3,7,7,11,1,6,6,8,5,8,0,8,13
L16173,8,11,8,9,8,4,11,2,2,9,8,7,7,12,2,6,22
L16174,1,0,2,1,1,7,8,4,0,7,8,8,5,10,0,8,22
L16175,6,11,8,8,5,6,6,6,7,6,6,8,3,8,4,7,6
L16176,3,4,4,6,2,7,6,8,7,6,6,9,2,7,5,11,6
L16177,6,7,6,5,2,3,11,4,4,10,12,7,2,10,1,7,21
L16178,4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,13
L16179,3,7,5,6,5,7,6,5,3,7,6,10,5,10,6,11,4
L16180,4,10,6,8,6,6,10,5,5,10,8,3,1,10,4,6,15
L16181,3,4,5,6,5,8,11,4,2,8,7,6,4,11,8,4,7
L16182,1,3,2,1,0,9,7,2,6,14,5,9,0,7,0,7,9
L16183,2,6,4,4,3,8,8,2,5,7,5,7,3,8,5,7,23
L16184,5,10,5,8,2,0,0,6,6,0,1,5,0,8,0,8,11
L16185,3,5,4,3,2,6,6,6,5,8,7,11,2,8,4,10,6
L16186,3,5,6,4,2,7,12,2,3,6,11,9,4,12,2,7,21
L16187,3,8,5,7,4,8,7,7,5,6,6,9,3,8,4,10,16
L16188,3,7,4,5,3,7,7,3,12,8,6,8,0,8,8,7,25
L16189,8,13,7,7,6,9,6,4,6,10,4,7,6,7,9,7,3
L16190,3,7,3,5,3,8,6,12,2,7,8,8,3,9,0,8,7
L16191,3,3,3,4,1,3,6,7,2,7,6,11,3,8,2,11,10
L16192,3,7,4,5,2,4,13,4,6,12,9,4,1,11,1,5,19
L16193,7,8,8,6,3,2,10,6,7,12,12,9,3,9,1,7,20
L16194,7,15,6,8,5,11,5,4,6,11,4,7,3,9,7,13,16
L16195,6,10,10,8,8,7,11,2,2,6,8,8,8,12,1,8,22
L16196,4,7,6,5,4,7,7,3,8,11,7,9,2,9,5,8,4
L16197,3,6,3,4,2,5,11,7,4,7,3,9,2,7,6,11,17
L16198,3,7,5,5,2,3,12,4,4,13,9,5,1,10,2,6,5
L16199,5,9,7,7,5,6,7,5,7,6,6,10,4,8,5,9,10
L16200,4,8,5,6,4,7,7,13,1,7,6,8,3,8,0,8,7
L16201,4,7,7,5,5,5,9,3,5,10,9,8,3,8,3,5,7
L16202,3,4,4,2,2,5,11,2,2,9,8,7,6,11,1,6,22
L16203,4,8,6,6,7,7,7,3,5,7,7,10,6,10,6,6,11
L16204,8,14,8,8,4,8,6,4,4,13,7,8,3,10,4,8,18
L16205,4,9,6,6,5,9,7,6,3,8,5,6,4,7,7,9,17
L16206,5,10,6,8,4,4,11,4,6,11,10,5,2,10,2,5,5
L16207,8,9,9,7,5,3,9,5,8,10,10,10,3,9,2,6,20
L16208,4,6,6,4,3,7,7,1,8,10,7,9,2,8,3,7,23
L16209,2,1,2,1,1,5,11,8,1,9,5,4,1,9,3,8,15
L16210,3,6,4,4,3,6,7,4,7,6,6,10,3,8,5,9,10
L16211,3,5,4,4,2,6,8,6,7,7,10,9,3,9,1,8,20
L16212,3,6,5,4,3,5,11,4,5,11,8,3,1,10,4,7,15
L16213,7,10,10,8,7,4,7,2,7,10,10,11,3,8,3,6,10
L16214,4,6,6,4,4,10,11,3,2,5,9,7,6,11,1,8,22
L16215,5,10,7,8,6,8,8,4,1,7,9,8,8,11,0,8,22
L16216,2,0,3,1,1,8,6,10,0,7,9,8,7,6,0,8,12
L16217,4,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,20
L16218,4,6,6,4,5,6,6,3,4,10,8,9,7,5,2,7,12
