shuttle,A1,A2,A3,A4,A5,A6,A7,A8,A9,class
SH47195,56,0,97,0,44,27,41,53,12,4
SH47196,55,0,82,1,-18,-11,26,100,74,4
SH47197,37,-1,76,0,20,0,39,55,16,1
SH47198,50,2,83,0,50,0,32,33,2,1
SH47199,55,-5,72,-3,0,0,17,72,56,4
SH47200,37,1,79,0,-2,0,42,81,40,1
SH47201,41,0,79,3,42,27,39,38,0,1
SH47202,38,-2,107,0,38,0,69,68,0,1
SH47203,44,-2,97,4,44,5,53,53,0,1
SH47204,51,-3,77,0,52,22,26,25,0,1
SH47205,107,0,108,-3,70,0,1,38,36,5
SH47206,55,0,77,-7,54,0,22,23,0,1
SH47207,55,0,78,0,18,20,23,60,38,4
SH47208,37,0,80,-2,20,-5,43,59,16,1
SH47209,38,0,90,0,8,0,52,82,30,1
SH47210,55,-4,81,0,-4,13,25,86,60,4
SH47211,49,0,79,0,50,23,31,30,0,1
SH47212,41,0,75,0,42,5,34,34,0,1
SH47213,45,1,77,0,44,0,32,33,0,1
SH47214,55,0,95,-1,52,-18,40,44,4,4
SH47215,55,0,77,0,-2,6,21,79,58,4
SH47216,37,0,97,0,36,21,59,60,2,1
SH47217,55,0,81,-7,54,248,26,27,2,1
SH47218,45,0,84,-1,44,0,40,41,0,1
SH47219,41,3,78,0,42,2,37,37,0,1
SH47220,56,0,81,0,-10,-8,25,92,66,4
SH47221,48,2,86,0,46,0,37,39,2,1
SH47222,56,0,81,0,-6,0,25,89,64,4
SH47223,50,0,84,0,50,0,33,35,2,1
SH47224,55,0,92,0,36,-1,37,56,20,4
SH47225,46,5,76,3,46,0,30,30,0,1
SH47226,37,0,78,-1,12,-4,41,65,24,1
SH47227,55,5,77,0,34,0,22,44,22,4
SH47228,56,1,81,0,-6,-19,25,88,64,4
SH47229,56,0,77,0,46,2,22,31,10,4
SH47230,56,1,88,0,54,-3,32,33,2,1
SH47231,37,0,78,0,26,3,41,52,12,1
SH47232,43,1,107,0,42,0,64,66,2,1
SH47233,56,0,95,0,56,8,39,39,0,1
SH47234,53,0,103,0,52,-14,50,51,2,1
SH47235,51,-1,78,0,50,-7,27,29,2,1
SH47236,55,0,77,5,-22,0,22,101,78,4
SH47237,49,-3,80,0,50,0,31,31,0,1
SH47238,56,3,82,0,56,15,26,25,0,1
SH47239,37,3,79,0,18,0,41,61,20,1
SH47240,42,-1,82,0,42,0,40,41,0,1
SH47241,47,4,83,0,46,0,37,37,0,1
SH47242,37,0,92,0,16,5,54,76,22,1
SH47243,49,-4,79,0,50,0,30,30,0,1
SH47244,37,0,100,-1,28,0,64,72,8,1
SH47245,37,0,104,0,20,1,67,84,16,1
SH47246,48,-1,83,-4,46,-6,35,37,2,1
SH47247,51,0,109,0,50,-9,58,60,2,1
SH47248,55,0,96,0,46,7,41,50,8,4
SH47249,47,-2,88,0,46,0,41,42,0,1
SH47250,41,0,81,-2,38,-27,40,42,2,1
SH47251,45,0,79,0,46,19,34,33,0,1
SH47252,37,0,80,0,26,0,43,54,12,1
SH47253,44,0,82,0,44,4,38,38,0,1
SH47254,49,-1,83,-3,46,10,34,37,2,1
SH47255,102,0,103,5,70,-10,1,33,32,5
SH47256,48,0,83,4,46,0,35,36,2,1
SH47257,46,0,86,0,46,13,40,39,0,1
SH47258,56,0,79,0,56,4,23,22,0,1
SH47259,38,0,86,0,38,2,49,48,0,1
SH47260,43,0,76,17,42,-5,33,35,2,1
SH47261,49,0,95,0,46,-19,47,49,2,1
SH47262,47,0,79,-2,46,0,32,32,0,1
SH47263,41,0,83,0,38,-24,41,44,2,1
SH47264,42,5,81,0,42,0,39,40,0,1
SH47265,37,0,76,5,30,0,39,45,6,1
SH47266,53,0,84,0,54,5,30,30,0,1
SH47267,59,0,86,0,60,7,28,27,0,1
SH47268,44,-5,83,0,42,-30,40,42,2,1
SH47269,55,-1,95,-3,54,-5,40,41,2,1
SH47270,37,0,79,0,8,20,42,71,28,1
SH47271,37,-3,76,0,20,0,39,55,16,1
SH47272,53,0,88,2,52,-12,35,36,2,1
SH47273,55,4,74,1,-4,-2,18,79,60,4
SH47274,56,0,95,0,50,-21,40,46,6,4
SH47275,40,0,87,0,38,-1,47,48,2,1
SH47276,45,0,79,0,44,-6,33,35,2,1
SH47277,37,1,82,0,36,0,45,46,2,1
SH47278,37,0,90,53,6,0,53,85,32,1
SH47279,37,-2,79,-6,12,-16,42,66,24,1
SH47280,37,1,75,0,20,0,38,54,16,1
SH47281,47,-4,86,1,46,0,39,40,0,1
SH47282,106,0,108,0,72,2,1,35,34,5
SH47283,62,0,109,0,62,3,47,47,0,1
SH47284,106,0,108,-2,70,-2,1,38,36,5
SH47285,37,0,78,-6,0,0,42,78,36,1
SH47286,41,2,76,0,38,-25,35,37,2,1
SH47287,37,0,104,-1,20,27,67,84,16,1
SH47288,53,0,103,0,52,-15,50,51,2,1
SH47289,55,0,96,1,46,0,41,50,8,4
SH47290,43,0,81,0,42,0,38,40,2,1
SH47291,37,0,79,0,28,15,42,51,8,1
SH47292,37,-2,75,0,26,-1,38,49,10,1
SH47293,56,0,91,0,54,-13,35,37,2,1
SH47294,79,-3,83,0,-46,0,5,130,126,5
SH47295,41,-3,89,4,42,0,48,48,0,1
SH47296,49,5,77,0,50,2,28,28,0,1
SH47297,41,1,75,0,42,10,34,34,0,1
SH47298,47,0,77,-3,46,0,29,30,0,1
SH47299,37,0,108,-1,34,0,71,74,4,1
SH47300,56,0,78,8,10,1,22,68,46,4
SH47301,53,6,79,0,42,-1,25,37,12,4
SH47302,56,0,76,0,-18,-14,20,94,74,4
SH47303,45,5,86,0,44,0,41,42,2,1
SH47304,38,0,107,0,38,7,69,68,0,1
SH47305,50,-2,88,0,50,0,37,39,2,1
SH47306,46,0,83,3,44,-26,37,39,2,1
SH47307,37,0,81,0,24,-11,44,57,14,1
SH47308,41,0,83,7,38,-10,42,44,2,1
SH47309,37,0,80,0,30,5,43,49,6,1
SH47310,41,0,109,2,38,-4,68,70,2,1
SH47311,47,-1,84,-4,46,0,38,38,0,1
SH47312,37,0,100,0,34,0,64,67,4,1
SH47313,37,0,93,0,28,8,55,64,8,1
SH47314,45,0,79,-1,44,5,33,35,2,1
SH47315,50,5,82,0,50,0,32,33,2,1
SH47316,64,-2,111,1,62,-4,47,49,2,1
SH47317,37,1,97,0,34,1,60,64,4,1
SH47318,37,0,104,0,26,6,67,78,12,1
SH47319,44,1,93,0,44,5,50,50,0,1
SH47320,55,0,92,-7,30,-5,36,61,24,4
SH47321,37,0,80,0,36,-15,43,44,2,1
SH47322,37,0,76,0,34,9,39,43,4,1
SH47323,37,0,82,4,26,-5,45,56,10,1
SH47324,39,4,77,0,38,0,38,38,0,1
SH47325,56,3,77,-2,44,0,22,34,12,4
SH47326,56,2,77,1,10,8,22,67,46,4
SH47327,37,0,81,0,36,3,43,44,2,1
SH47328,55,0,76,0,-14,15,21,92,70,4
SH47329,45,0,79,-2,44,-6,33,35,2,1
SH47330,37,4,82,0,36,0,45,46,2,1
SH47331,54,1,79,6,54,0,26,25,0,1
SH47332,37,-6,106,0,36,0,69,69,0,1
SH47333,56,4,79,0,-4,0,24,85,62,4
SH47334,47,1,102,0,46,0,55,55,0,1
SH47335,39,-3,81,0,38,0,43,43,0,1
SH47336,49,0,83,-1,50,31,34,34,0,1
SH47337,44,0,76,6,44,6,32,32,0,1
SH47338,55,0,82,7,-12,0,26,95,68,4
SH47339,49,0,79,0,50,9,30,30,0,1
SH47340,51,0,86,0,52,28,36,35,0,1
SH47341,44,3,75,0,44,1,31,31,0,1
SH47342,41,0,77,-4,42,0,36,35,0,1
SH47343,56,1,91,0,-4,0,35,96,62,4
SH47344,46,0,85,3,44,-30,39,41,2,1
SH47345,57,1,86,-6,56,0,30,30,0,1
SH47346,37,0,107,0,28,-24,70,78,8,1
SH47347,55,0,77,0,16,22,22,62,40,4
SH47348,50,-1,88,-2,50,0,38,39,0,1
SH47349,56,0,77,0,44,-21,22,34,12,4
SH47350,41,1,79,0,42,14,38,38,0,1
SH47351,47,0,77,-3,46,0,31,31,0,1
SH47352,56,3,87,5,56,0,31,30,0,1
SH47353,59,1,84,0,56,-25,25,27,2,1
SH47354,41,0,81,0,42,11,39,39,0,1
SH47355,58,3,97,0,56,0,39,40,0,1
SH47356,37,0,77,-5,36,7,40,41,0,1
SH47357,82,0,85,-1,-2,9,3,88,84,5
SH47358,46,0,88,1,46,12,43,42,0,1
SH47359,52,0,88,0,52,-6,35,36,0,1
SH47360,37,-17,106,-2,34,-4,69,72,4,1
SH47361,43,-2,86,0,42,0,43,44,2,1
SH47362,40,-1,108,0,38,0,68,69,2,1
SH47363,37,0,79,-5,2,0,43,77,34,1
SH47364,37,0,106,0,36,0,68,69,2,1
SH47365,45,0,76,0,44,-1,30,32,2,1
SH47366,48,2,95,0,46,0,47,49,2,1
SH47367,44,0,75,0,42,-24,31,34,2,1
SH47368,56,0,96,-3,50,-3,40,47,6,4
SH47369,37,0,97,0,34,12,60,64,4,1
SH47370,44,3,81,0,44,22,37,37,0,1
SH47371,56,-1,95,0,56,12,40,39,0,1
SH47372,37,-1,82,0,36,-23,45,46,2,1
SH47373,50,-2,101,0,50,0,52,52,0,1
SH47374,51,4,102,0,52,7,51,50,0,1
SH47375,46,2,93,0,46,1,48,47,0,1
SH47376,37,0,77,0,18,-7,41,59,18,1
SH47377,51,-3,86,0,52,0,35,34,0,1
SH47378,43,0,81,-5,42,0,37,39,2,1
SH47379,55,0,77,0,-10,6,21,87,66,4
SH47380,37,0,77,0,6,-24,40,72,32,1
SH47381,46,0,76,0,46,14,30,30,0,1
SH47382,55,0,78,0,10,-5,23,68,46,4
SH47383,56,3,98,0,42,0,42,57,14,4
SH47384,55,0,71,-1,0,0,16,71,56,4
SH47385,44,0,84,0,42,-18,40,43,2,1
SH47386,55,-5,80,-7,-2,0,25,83,58,4
SH47387,56,2,91,0,56,2,35,34,0,1
SH47388,83,1,88,0,6,0,5,83,78,5
SH47389,39,2,81,0,38,0,42,42,0,1
SH47390,43,0,81,0,42,-16,38,40,2,1
SH47391,37,0,79,0,2,-20,42,76,34,1
SH47392,53,-2,80,0,52,-25,27,28,2,1
SH47393,41,0,79,-2,42,2,38,37,0,1
SH47394,104,0,104,-7,70,0,1,35,34,5
SH47395,41,0,76,0,42,4,34,34,0,1
SH47396,47,-4,76,0,46,0,30,30,0,1
SH47397,56,0,78,0,24,-3,22,55,32,4
SH47398,37,0,79,-2,36,-4,42,43,2,1
SH47399,41,3,79,0,38,-22,38,40,2,1
SH47400,55,0,77,0,-28,22,22,106,84,4
SH47401,52,0,88,-4,52,0,35,36,0,1
SH47402,45,4,83,0,44,0,37,39,2,1
SH47403,37,0,104,0,18,0,67,86,18,1
SH47404,45,0,82,0,44,-5,37,38,2,1
SH47405,37,0,92,-2,18,6,55,74,20,1
SH47406,44,-1,86,0,44,5,43,42,0,1
SH47407,56,0,80,0,54,-24,24,26,2,1
SH47408,49,0,86,0,46,-17,37,39,2,1
SH47409,43,1,90,0,42,0,47,49,2,1
SH47410,55,5,79,0,54,0,24,25,2,1
SH47411,45,-1,86,0,44,-13,40,42,2,1
SH47412,43,0,85,-1,42,-8,42,44,2,1
SH47413,37,0,107,2,36,0,69,71,2,1
SH47414,43,0,76,0,44,23,33,32,0,1
SH47415,45,0,88,0,44,0,42,44,2,1
SH47416,43,0,85,-1,42,0,42,44,2,1
SH47417,44,0,84,0,44,2,40,40,0,1
SH47418,43,3,83,0,42,0,39,41,2,1
SH47419,40,0,106,0,38,0,66,67,2,1
SH47420,37,0,79,0,2,1,42,76,34,1
SH47421,58,5,81,0,56,0,23,24,2,1
SH47422,43,1,85,0,42,-2,42,44,2,1
SH47423,46,0,86,0,46,6,40,39,0,1
SH47424,55,0,81,-4,54,0,26,27,2,1
SH47425,45,1,86,0,46,29,40,39,0,1
SH47426,37,-3,106,-5,30,-5,69,75,6,1
SH47427,46,0,79,0,46,19,34,33,0,1
SH47428,45,0,80,0,44,-15,35,36,2,1
SH47429,37,0,76,0,36,22,39,40,2,1
SH47430,37,-110,106,0,34,-3,69,72,4,3
SH47431,37,0,76,0,30,3,40,45,6,1
SH47432,41,-1,77,0,38,-6,36,38,2,1
SH47433,43,-3,99,0,42,-14,56,58,2,1
SH47434,37,0,76,0,26,6,39,50,12,1
SH47435,40,0,88,1,38,0,48,50,2,1
SH47436,49,-2,78,0,46,-23,29,32,2,1
SH47437,42,2,79,0,42,0,37,38,2,1
SH47438,107,0,108,-2,72,8,1,35,34,5
SH47439,41,0,83,0,42,28,42,41,0,1
SH47440,37,0,75,-2,28,-4,38,46,8,1
SH47441,41,0,76,0,38,-29,35,37,2,1
SH47442,59,-4,108,0,60,4,49,49,0,1
SH47443,37,0,104,0,18,18,67,86,18,1
SH47444,37,0,83,7,10,0,47,73,26,1
SH47445,41,5,86,0,38,-3,46,48,2,1
SH47446,81,5,84,2,-20,0,4,105,102,5
SH47447,55,0,96,0,50,9,41,47,6,4
SH47448,46,-2,76,0,46,6,30,30,0,1
SH47449,45,-4,86,0,44,-1,41,42,2,1
SH47450,56,-1,92,0,54,-30,35,37,2,1
SH47451,37,0,81,0,10,-9,45,71,26,1
SH47452,39,-2,107,0,38,0,68,68,0,1
SH47453,37,0,79,0,2,-24,42,76,34,1
SH47454,56,2,86,0,54,-7,30,32,2,1
SH47455,37,-1,107,0,36,0,70,71,0,1
SH47456,84,0,88,-1,6,-5,5,83,78,5
SH47457,46,0,88,5,46,0,42,42,0,1
SH47458,45,-1,86,0,44,-3,41,42,2,1
SH47459,43,0,78,0,44,22,35,34,0,1
SH47460,38,1,94,0,38,20,56,55,0,1
SH47461,44,0,86,0,44,3,42,42,0,1
SH47462,76,3,81,2,-40,9,5,122,118,5
SH47463,37,0,78,0,20,7,41,57,16,1
SH47464,41,2,81,0,38,0,40,42,2,1
SH47465,46,0,76,-1,46,3,30,30,0,1
SH47466,39,-1,81,0,38,0,43,43,0,1
SH47467,59,0,86,0,56,-8,28,30,2,1
SH47468,53,1,81,0,52,-6,28,30,2,1
SH47469,48,0,81,0,46,-7,33,35,2,1
SH47470,37,0,80,0,24,16,43,57,14,1
SH47471,44,1,76,0,42,-18,32,34,2,1
SH47472,37,0,95,0,8,0,58,87,30,1
SH47473,55,0,79,0,20,-13,24,59,34,4
SH47474,56,0,81,0,-14,16,25,97,72,4
SH47475,41,0,76,-1,38,-17,35,37,2,1
SH47476,37,0,79,0,6,-8,42,74,32,1
SH47477,55,0,95,-7,52,-14,40,44,4,4
SH47478,38,0,81,0,38,1,43,42,0,1
SH47479,83,0,86,0,-2,31,3,89,86,5
SH47480,43,0,86,1,42,-6,43,45,2,1
SH47481,59,0,86,-3,60,18,27,26,0,1
SH47482,45,0,77,4,44,0,32,34,2,1
SH47483,41,-1,83,0,42,11,42,41,0,1
SH47484,37,0,95,0,10,30,58,84,26,1
SH47485,55,0,94,5,18,0,39,76,38,4
SH47486,49,-1,81,0,46,-19,33,35,2,1
SH47487,46,0,85,-1,44,-21,39,41,2,1
SH47488,102,0,102,-3,72,11,1,30,30,5
SH47489,37,0,97,0,30,-6,60,66,6,1
SH47490,79,0,83,0,-46,-12,4,130,126,5
SH47491,55,0,92,0,34,-12,37,59,22,4
SH47492,48,0,81,0,50,31,32,32,0,1
SH47493,56,0,96,6,46,0,40,50,10,4
SH47494,37,0,82,0,38,25,45,43,0,1
SH47495,51,0,87,0,50,-7,36,38,2,1
SH47496,56,3,97,0,52,17,41,45,4,4
SH47497,56,0,84,0,56,6,29,28,0,1
SH47498,49,2,78,0,50,4,29,29,0,1
SH47499,54,1,83,-1,54,0,29,29,0,1
SH47500,45,0,86,-2,44,-5,41,42,2,1
SH47501,37,0,79,0,2,2,42,76,34,1
SH47502,59,1,84,0,56,-8,25,27,2,1
SH47503,56,0,78,0,24,-9,22,55,32,4
SH47504,56,5,93,3,46,0,37,46,10,4
SH47505,44,0,76,0,44,0,32,32,0,1
SH47506,40,-2,78,0,38,0,38,39,2,1
SH47507,50,-3,79,0,50,0,28,30,2,1
SH47508,37,-28,106,5,36,0,69,69,0,1
SH47509,56,-1,77,-4,24,-13,22,54,32,4
SH47510,55,0,78,0,24,-14,23,55,32,4
SH47511,54,1,81,1,54,0,28,27,0,1
SH47512,49,0,88,-2,50,6,40,39,0,1
SH47513,53,0,82,0,52,-6,29,30,2,1
SH47514,37,4,75,0,34,0,37,41,4,1
SH47515,49,-58,88,0,6,-17,40,83,44,3
SH47516,37,0,94,0,34,5,57,61,4,1
SH47517,37,0,76,0,36,8,39,39,0,1
SH47518,51,0,109,5,50,-30,58,60,2,1
SH47519,55,-1,80,0,-10,0,25,90,66,4
SH47520,44,1,79,0,44,2,36,35,0,1
SH47521,43,0,83,0,42,-4,39,41,2,1
SH47522,44,0,76,4,42,-28,32,35,2,1
SH47523,81,0,84,0,-14,17,3,100,96,5
SH47524,41,4,86,0,38,-1,46,48,2,1
SH47525,53,-1,80,0,52,-13,27,28,2,1
SH47526,47,1,83,7,46,0,37,37,0,1
SH47527,45,1,86,-4,44,0,40,42,2,1
SH47528,55,0,95,0,44,-29,40,51,12,4
SH47529,37,0,76,0,38,26,38,37,0,1
SH47530,48,4,102,0,46,0,53,55,2,1
SH47531,37,0,75,0,30,-14,38,44,6,1
SH47532,45,0,81,-1,44,-9,36,37,2,1
SH47533,37,0,84,0,20,-1,47,63,16,1
SH47534,37,0,76,5,36,0,40,40,0,1
SH47535,37,-22,77,0,20,0,40,56,16,1
SH47536,37,0,97,0,36,14,59,60,2,1
SH47537,37,0,77,0,34,-26,40,43,4,1
SH47538,49,0,77,0,50,26,29,28,0,1
SH47539,43,-3,78,0,42,0,35,37,2,1
SH47540,56,0,92,0,56,31,36,35,0,1
SH47541,45,5,102,0,44,-3,57,58,2,1
SH47542,80,0,84,0,-32,20,4,117,114,5
SH47543,41,0,83,0,38,-1,42,44,2,1
SH47544,44,0,79,0,44,16,36,35,0,1
SH47545,44,-1,79,0,44,5,35,35,0,1
SH47546,46,0,86,0,44,-28,40,42,2,1
SH47547,47,-1,81,-5,46,-7,34,34,0,1
SH47548,44,1,83,0,44,15,39,39,0,1
SH47549,55,0,96,0,44,15,41,52,12,4
SH47550,46,0,86,0,44,-22,41,42,2,1
SH47551,49,0,77,0,50,20,28,28,0,1
SH47552,76,0,80,-2,-42,-8,4,124,120,5
SH47553,41,0,88,-5,38,-14,48,50,2,1
SH47554,41,0,79,0,42,0,38,37,0,1
SH47555,46,0,79,3,46,0,33,32,0,1
SH47556,53,0,82,0,54,11,29,28,0,1
SH47557,52,-3,81,0,52,0,30,30,0,1
SH47558,56,0,95,0,42,-20,40,54,14,4
SH47559,56,0,96,0,38,-23,40,57,18,4
SH47560,37,0,100,0,36,-13,63,64,2,1
SH47561,41,0,81,0,42,20,41,40,0,1
SH47562,55,-4,79,0,54,-6,23,24,2,1
SH47563,37,0,76,0,28,22,39,47,8,1
SH47564,82,0,85,0,-6,8,3,93,90,5
SH47565,59,0,84,0,60,18,25,24,0,1
SH47566,42,0,81,-7,42,0,39,40,0,1
SH47567,43,0,80,0,42,-12,37,39,2,1
SH47568,56,0,78,0,10,4,22,68,46,4
SH47569,53,-2,80,0,52,-20,27,28,2,1
SH47570,55,0,95,0,44,0,40,51,12,4
SH47571,37,0,77,0,26,-4,41,52,10,1
SH47572,46,-2,88,0,46,0,42,41,0,1
SH47573,55,0,81,-7,54,0,26,27,0,1
SH47574,37,-19,78,0,10,0,42,68,26,1
SH47575,48,0,83,0,46,-6,34,36,2,1
SH47576,46,4,77,0,46,1,31,30,0,1
SH47577,47,-4,86,-1,46,0,39,40,0,1
SH47578,56,0,95,0,42,-14,40,54,14,4
SH47579,45,-5,88,0,44,0,44,44,0,1
SH47580,56,4,96,0,54,4,40,42,2,1
SH47581,101,-1,102,0,70,-2,1,33,32,5
SH47582,37,0,78,7,34,-7,41,45,4,1
SH47583,43,-2,76,0,42,-17,33,35,2,1
SH47584,37,-1,104,0,24,2,67,80,14,1
SH47585,41,-5,78,0,38,-16,37,39,2,1
SH47586,52,2,86,0,52,0,34,34,0,1
SH47587,41,0,86,-1,42,15,45,44,0,1
SH47588,37,0,79,6,2,6,42,76,34,1
SH47589,37,0,76,0,26,-13,39,50,10,1
SH47590,49,-4,81,0,50,0,32,32,0,1
SH47591,54,5,83,0,54,0,29,29,0,1
SH47592,55,-1,76,0,-18,-15,21,94,74,4
SH47593,50,4,79,0,50,0,29,30,0,1
SH47594,37,0,92,0,12,-4,54,79,24,1
SH47595,55,0,96,8,46,0,41,50,8,4
SH47596,37,0,77,1,36,-5,39,41,2,1
SH47597,49,0,88,2,46,-4,40,42,2,1
SH47598,37,2,97,0,34,-5,60,64,4,1
SH47599,37,0,80,0,16,-5,43,65,22,1
SH47600,56,0,80,0,56,11,24,23,0,1
SH47601,49,0,83,-1,50,26,34,34,0,1
SH47602,46,0,85,0,46,-1,39,39,0,1
SH47603,43,-2,76,0,42,0,33,34,2,1
SH47604,37,0,78,0,12,-20,42,65,24,1
SH47605,44,0,85,0,44,2,41,41,0,1
SH47606,55,2,84,0,54,-6,29,30,2,1
SH47607,79,0,83,0,-46,-21,4,130,126,5
SH47608,37,-1,80,2,-2,0,43,83,40,1
SH47609,37,0,83,0,0,6,46,83,36,1
SH47610,56,0,96,0,56,0,40,39,0,1
SH47611,51,-1,79,0,50,-30,27,30,2,1
SH47612,41,0,79,3,38,-6,39,41,2,1
SH47613,45,-1,78,0,44,-11,33,34,2,1
SH47614,50,5,107,0,50,0,56,58,2,1
SH47615,56,0,97,4,50,-10,41,48,6,4
SH47616,56,-5,81,0,56,3,25,24,0,1
SH47617,37,0,76,0,30,-16,39,45,6,1
SH47618,41,0,83,0,38,-19,42,44,2,1
SH47619,48,-5,81,0,46,-6,33,35,2,1
SH47620,39,0,75,0,38,0,35,36,0,1
SH47621,43,0,86,-6,42,0,43,44,2,1
SH47622,39,-4,76,0,38,0,37,37,0,1
SH47623,45,-1,84,0,46,21,38,37,0,1
SH47624,64,-5,109,0,64,0,45,45,0,1
SH47625,55,0,77,0,12,19,21,64,42,4
SH47626,45,-4,87,0,46,14,42,41,0,1
SH47627,37,1,90,0,24,21,52,66,14,1
SH47628,48,0,84,0,46,0,37,38,2,1
SH47629,38,0,96,0,38,5,58,57,0,1
SH47630,41,-5,97,0,42,18,57,56,0,1
SH47631,43,0,79,5,42,0,36,37,2,1
SH47632,37,0,83,0,10,-6,46,72,26,1
SH47633,37,0,80,-4,8,0,43,72,28,1
SH47634,37,0,78,0,18,-1,42,60,18,1
SH47635,49,0,76,-2,46,-25,27,30,2,1
SH47636,47,-1,85,-1,46,-1,38,39,0,1
SH47637,49,3,81,0,50,1,31,32,0,1
SH47638,55,-2,98,0,44,-8,42,54,12,4
SH47639,45,0,86,0,44,-14,40,42,2,1
SH47640,37,-1,77,0,38,9,39,38,0,1
SH47641,62,0,110,6,62,0,48,48,0,1
SH47642,41,0,87,1,38,-14,46,48,2,1
SH47643,37,0,78,-1,12,-2,41,65,24,1
SH47644,37,0,76,-6,34,7,39,42,2,1
SH47645,37,0,81,0,26,9,45,55,10,1
SH47646,56,0,81,0,-6,-11,25,88,64,4
SH47647,55,0,83,1,-24,9,27,108,82,4
SH47648,55,0,81,0,56,31,26,24,0,1
SH47649,37,0,83,0,-2,-7,47,86,40,1
SH47650,46,0,79,0,44,-18,34,35,2,1
SH47651,56,0,107,0,54,-14,51,53,2,1
SH47652,37,0,81,0,12,3,45,68,24,1
SH47653,56,3,97,0,46,11,41,51,10,4
SH47654,37,0,81,-4,26,-4,45,55,10,1
SH47655,38,0,90,-4,6,0,52,85,32,1
SH47656,42,0,77,-6,42,0,34,35,2,1
SH47657,80,-2,84,-3,-42,-24,4,128,124,5
SH47658,80,2,84,0,-40,4,4,126,122,5
SH47659,59,0,86,0,56,-22,28,30,2,1
SH47660,37,0,79,0,2,24,42,76,34,1
SH47661,56,3,85,0,56,1,29,28,0,1
SH47662,56,0,92,2,-2,0,36,95,58,4
SH47663,37,0,95,0,24,25,58,72,14,1
SH47664,51,-1,79,0,50,-8,28,30,2,1
SH47665,56,5,86,0,56,1,29,29,0,1
SH47666,43,-4,75,0,42,0,32,34,2,1
SH47667,37,0,78,0,10,-11,41,68,26,1
SH47668,41,-3,79,0,38,-12,38,40,2,1
SH47669,76,2,81,0,-40,20,4,122,118,5
SH47670,41,0,83,0,42,5,41,41,0,1
SH47671,53,0,86,0,54,20,33,32,0,1
SH47672,55,0,98,0,50,-8,42,49,6,4
SH47673,45,0,84,0,46,30,39,38,0,1
SH47674,37,0,77,-3,28,0,40,48,8,1
SH47675,49,2,85,0,46,-1,36,39,2,1
SH47676,43,0,86,-7,44,16,43,42,0,1
SH47677,51,1,82,1,50,0,31,33,2,1
SH47678,55,0,95,3,38,12,40,57,16,4
SH47679,56,0,77,0,-2,8,21,79,58,4
SH47680,44,-1,77,0,44,8,33,33,0,1
SH47681,51,0,88,0,50,-20,36,39,2,1
SH47682,41,0,86,1,38,-30,45,48,2,1
SH47683,37,0,80,0,24,1,43,57,14,1
SH47684,58,0,86,0,56,-3,27,29,2,1
SH47685,37,0,95,0,20,22,57,74,16,1
SH47686,44,1,79,0,42,-11,35,37,2,1
SH47687,48,-4,76,-1,46,-6,28,30,2,1
SH47688,41,0,76,0,38,-23,35,37,2,1
SH47689,44,0,86,1,44,9,42,42,0,1
SH47690,55,0,79,0,12,-17,23,66,42,4
SH47691,46,1,83,0,46,3,37,36,0,1
SH47692,83,0,86,0,-4,27,3,92,88,5
SH47693,49,0,83,0,50,21,34,34,0,1
SH47694,41,0,79,0,42,20,38,37,0,1
SH47695,47,-1,90,6,46,0,42,43,0,1
SH47696,44,0,76,0,44,17,32,32,0,1
SH47697,55,0,96,-3,52,0,41,44,4,4
SH47698,37,0,77,0,36,-8,39,41,2,1
SH47699,51,-2,81,0,50,-20,30,32,2,1
SH47700,37,0,76,0,28,20,40,48,8,1
SH47701,45,0,88,-1,44,-2,43,44,2,1
SH47702,37,0,96,0,30,-6,59,65,6,1
SH47703,55,0,99,0,50,11,43,49,6,4
SH47704,55,0,82,-7,-30,5,26,113,86,4
SH47705,56,2,96,0,52,0,40,44,4,4
SH47706,37,1,80,-1,36,0,43,44,2,1
SH47707,76,0,81,4,-40,0,5,122,118,5
SH47708,41,1,83,0,42,31,42,42,0,1
SH47709,56,0,77,0,-20,21,21,97,76,4
SH47710,56,1,81,0,54,-6,25,27,2,1
SH47711,77,2,81,0,-42,0,4,125,120,5
SH47712,53,1,81,0,52,-5,28,30,2,1
SH47713,55,0,81,0,-6,26,25,88,64,4
SH47714,41,-5,77,0,38,-27,36,38,2,1
SH47715,45,0,77,0,44,-14,31,33,2,1
SH47716,37,0,104,0,34,3,67,71,4,1
SH47717,37,0,104,0,24,1,67,81,14,1
SH47718,40,2,106,5,38,0,66,67,2,1
SH47719,55,0,77,0,12,-1,22,65,42,4
SH47720,48,0,77,-7,46,0,29,31,2,1
SH47721,56,1,98,0,42,11,42,57,14,4
SH47722,38,0,81,0,36,-30,43,44,2,1
SH47723,41,-1,78,0,42,6,37,37,0,1
SH47724,42,-5,81,0,42,0,39,40,0,1
SH47725,39,-1,82,0,38,0,43,43,0,1
SH47726,46,0,81,0,46,11,35,35,0,1
SH47727,55,0,77,0,24,-2,21,54,32,4
SH47728,42,0,86,-6,42,0,44,44,0,1
SH47729,55,0,98,0,52,-5,42,46,4,4
SH47730,38,-2,81,0,38,0,43,42,0,1
SH47731,45,4,86,0,44,-4,40,42,2,1
SH47732,45,-2,82,0,44,0,37,38,0,1
SH47733,53,0,103,0,54,28,50,49,0,1
SH47734,37,-1,82,-3,36,-6,45,46,2,1
SH47735,46,1,85,0,46,5,39,39,0,1
