LR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,class
LR17488,2,3,3,2,1,8,12,2,2,5,10,9,2,11,0,8,V
LR17489,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,O
LR17490,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,8,X
LR17491,8,10,12,8,9,10,6,2,5,9,5,7,8,7,2,8,M
LR17492,1,4,3,2,1,6,4,1,7,8,2,11,0,7,2,9,L
LR17493,4,7,6,5,3,8,7,2,9,11,5,8,2,8,5,10,E
LR17494,4,8,6,6,2,8,5,8,8,7,4,9,3,8,4,8,O
LR17495,3,3,4,5,2,7,7,4,13,9,6,8,0,8,8,8,Z
LR17496,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7,X
LR17497,5,10,7,7,4,7,10,3,6,13,7,5,2,10,2,7,F
LR17498,3,4,4,3,3,7,7,7,6,7,6,4,2,8,3,7,D
LR17499,2,8,2,6,1,13,3,8,4,13,3,11,1,6,0,8,J
LR17500,4,6,5,4,2,4,12,3,3,10,11,7,2,10,1,8,V
LR17501,4,6,4,4,2,7,7,14,1,5,6,8,6,8,0,8,N
LR17502,5,10,7,8,6,5,11,7,4,10,7,2,2,11,4,7,P
LR17503,2,6,4,4,2,6,4,1,9,8,2,11,0,7,2,8,L
LR17504,4,7,6,5,3,11,6,4,5,10,1,5,5,9,1,7,N
LR17505,7,6,7,8,4,8,7,13,2,6,9,8,9,6,0,8,M
LR17506,3,11,4,8,2,9,4,5,8,12,4,12,1,6,2,6,J
LR17507,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,Z
LR17508,6,9,5,7,3,3,11,3,4,10,12,8,2,10,1,8,V
LR17509,3,2,4,3,2,7,7,3,9,6,6,8,3,8,6,7,X
LR17510,4,10,6,8,5,8,6,9,6,8,6,11,4,9,4,8,C
LR17511,6,5,8,4,7,9,8,5,4,7,6,7,9,8,5,3,M
LR17512,2,2,3,4,2,8,7,5,9,6,6,8,1,8,7,8,Z
LR17513,5,7,6,5,6,7,6,5,3,7,6,9,5,8,7,7,G
LR17514,4,11,5,8,3,9,6,0,8,14,5,8,0,8,1,8,I
LR17515,5,9,7,7,4,6,7,7,7,6,6,12,3,9,5,7,G
LR17516,4,10,4,7,4,3,7,5,9,7,7,13,0,8,7,9,E
LR17517,3,2,5,3,3,7,7,6,7,7,6,5,2,8,3,7,D
LR17518,5,7,7,5,6,8,6,6,6,9,7,7,3,8,7,9,B
LR17519,6,9,8,7,8,8,6,7,3,8,5,7,4,6,7,10,R
LR17520,4,5,5,4,2,4,8,5,7,10,9,8,3,9,2,6,U
LR17521,2,4,4,3,2,9,6,4,6,10,5,6,2,8,2,9,D
LR17522,1,3,3,2,1,7,8,3,7,10,7,8,1,8,4,6,S
LR17523,5,11,4,6,3,10,2,3,1,9,4,11,3,4,4,8,A
LR17524,6,9,8,6,7,9,6,1,6,10,3,8,6,7,5,9,K
LR17525,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,L
LR17526,3,2,4,3,2,5,11,4,6,11,9,5,1,10,3,6,F
LR17527,3,4,4,6,2,6,7,7,9,8,5,13,1,9,4,9,C
LR17528,2,5,4,4,3,7,8,4,7,7,7,8,3,9,6,7,T
LR17529,3,7,4,6,2,8,8,8,5,5,8,9,3,7,6,10,Q
LR17530,3,2,4,3,4,8,6,6,4,7,7,8,7,6,2,7,M
LR17531,11,14,11,8,6,9,11,6,4,4,6,9,11,12,3,7,M
LR17532,3,4,4,3,2,4,7,5,7,10,8,13,1,9,3,8,C
LR17533,3,5,4,4,3,7,7,7,4,9,5,7,2,8,3,7,O
LR17534,5,10,7,8,7,8,8,4,5,7,6,7,7,7,6,9,B
LR17535,5,8,5,6,2,7,4,14,6,7,14,8,3,9,0,8,U
LR17536,4,7,6,5,4,7,5,8,5,8,5,11,3,8,4,8,O
LR17537,4,6,6,5,4,7,5,5,4,8,4,7,3,7,4,8,O
LR17538,5,10,6,7,4,5,7,7,10,7,6,11,2,8,5,11,C
LR17539,6,10,9,7,7,4,8,2,7,10,10,11,4,7,4,6,K
LR17540,3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10,E
LR17541,3,7,4,5,2,3,7,5,6,9,8,14,1,8,3,9,C
LR17542,3,6,5,4,6,9,7,4,4,6,6,8,7,8,6,7,H
LR17543,4,9,6,6,2,6,4,3,1,6,1,8,3,7,2,7,A
LR17544,4,7,4,4,2,5,10,8,3,7,4,8,3,7,6,11,R
LR17545,3,6,4,4,4,7,7,5,8,7,7,9,3,8,6,9,E
LR17546,6,9,7,7,5,7,8,3,7,10,7,8,2,8,5,6,S
LR17547,2,7,3,5,3,3,8,5,9,7,6,13,0,8,6,9,E
LR17548,5,9,8,8,9,7,7,5,4,7,6,8,7,9,9,6,B
LR17549,7,12,7,7,3,7,7,5,3,13,9,10,3,10,3,8,S
LR17550,2,5,4,4,2,7,8,2,9,11,7,7,1,8,5,7,Z
LR17551,6,11,9,9,8,10,6,3,6,10,3,7,6,8,5,10,H
LR17552,8,11,8,8,5,3,12,2,3,9,10,7,5,11,2,6,V
LR17553,5,8,8,6,4,4,8,3,7,10,10,11,4,8,4,6,K
LR17554,3,7,5,5,3,8,6,7,4,7,5,8,3,8,3,7,O
LR17555,4,9,6,7,8,7,7,3,4,6,6,8,7,8,8,7,K
LR17556,9,15,7,8,4,8,1,2,2,9,4,12,4,5,5,6,A
LR17557,7,10,9,8,11,8,6,6,5,7,5,8,6,9,8,8,M
LR17558,4,6,5,4,2,8,7,3,8,11,6,7,2,8,5,8,S
LR17559,2,3,3,4,1,7,7,4,4,7,6,8,2,8,4,8,X
LR17560,2,6,3,4,1,4,7,7,9,7,6,11,1,9,4,9,C
LR17561,4,9,4,7,3,3,7,6,10,7,6,14,0,8,8,7,E
LR17562,4,9,4,7,3,6,6,9,7,6,6,7,2,8,9,10,B
LR17563,2,1,3,2,2,8,10,2,2,6,9,8,5,11,0,8,W
LR17564,4,10,6,8,6,7,7,5,4,7,5,8,4,7,9,10,K
LR17565,4,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8,Z
LR17566,6,10,6,8,4,4,9,7,7,13,10,8,2,10,2,7,C
LR17567,3,4,6,6,2,7,5,3,1,7,0,8,2,7,2,8,A
LR17568,2,3,4,2,2,5,9,1,6,10,8,9,3,8,2,8,K
LR17569,4,7,6,5,4,7,10,2,6,13,6,4,0,10,3,9,P
LR17570,5,9,7,7,8,6,7,3,6,7,7,11,4,10,8,7,E
LR17571,6,12,6,7,3,5,11,4,3,10,8,5,4,11,2,8,V
LR17572,4,8,5,6,3,7,9,4,1,7,13,8,2,10,0,8,V
LR17573,3,9,4,7,2,7,6,6,10,5,7,10,0,9,9,8,S
LR17574,4,10,5,8,4,7,7,5,8,5,6,9,0,8,8,8,S
LR17575,4,8,7,6,3,8,6,1,8,10,4,8,3,8,3,8,X
LR17576,3,4,4,6,2,3,7,8,3,7,6,11,4,8,2,11,K
LR17577,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,I
LR17578,3,4,3,5,2,4,11,8,3,10,6,4,1,10,3,8,P
LR17579,3,7,4,5,2,8,4,1,7,9,3,9,1,6,2,9,L
LR17580,3,8,5,6,6,7,7,3,5,6,7,10,6,11,6,6,L
LR17581,5,10,5,6,4,7,10,2,5,11,6,5,4,10,7,7,F
LR17582,2,1,2,1,1,6,9,8,3,7,5,7,2,7,4,10,R
LR17583,4,4,6,3,3,8,7,3,6,10,6,8,3,8,3,8,H
LR17584,2,3,2,1,2,7,8,5,5,7,5,6,1,8,5,9,B
LR17585,2,4,3,5,3,7,8,5,1,7,8,10,2,9,4,8,Q
LR17586,2,5,4,4,2,6,10,1,7,7,11,9,1,11,2,9,Y
LR17587,4,7,6,6,6,6,8,5,5,8,6,8,6,9,8,7,V
LR17588,4,8,4,5,2,7,8,15,1,7,5,8,3,8,0,8,H
LR17589,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
LR17590,2,3,2,2,2,7,9,6,3,7,6,8,4,8,1,7,N
LR17591,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,N
LR17592,4,9,6,6,3,4,9,7,7,10,11,9,3,9,1,8,U
LR17593,4,7,5,5,2,7,3,14,6,7,13,8,3,9,0,8,U
LR17594,2,3,3,1,1,6,12,3,4,13,7,3,1,9,1,7,F
LR17595,1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,J
LR17596,6,11,8,9,6,10,3,1,7,10,2,10,3,6,4,10,L
LR17597,3,4,3,6,2,3,14,8,2,12,7,3,0,10,4,8,P
LR17598,11,11,10,6,4,6,11,2,3,7,10,6,8,12,1,7,W
LR17599,9,10,13,9,15,8,7,5,5,7,6,8,12,10,10,4,W
LR17600,2,4,4,3,2,6,10,3,4,12,5,3,1,10,2,8,P
LR17601,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
LR17602,6,9,5,4,2,5,10,2,7,13,7,5,2,8,4,4,T
LR17603,5,8,7,6,4,8,7,2,10,12,6,7,1,7,6,7,Z
LR17604,4,8,6,6,4,6,10,2,5,13,7,5,2,10,2,7,F
LR17605,2,2,2,4,2,7,7,1,8,7,6,8,0,8,3,8,I
LR17606,6,10,7,6,5,8,7,3,5,10,7,7,7,11,5,8,H
LR17607,3,6,5,4,5,8,7,4,3,8,5,8,4,9,10,10,S
LR17608,8,12,10,6,4,3,11,6,3,14,12,9,6,10,0,8,N
LR17609,6,11,4,6,3,7,8,4,4,10,5,9,3,9,7,10,E
LR17610,5,10,5,7,4,7,5,13,5,7,12,8,3,9,0,8,U
LR17611,1,0,2,1,0,5,7,7,1,7,6,11,3,8,2,11,K
LR17612,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,O
LR17613,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,X
LR17614,2,1,3,3,1,7,12,2,2,7,11,8,2,10,1,8,V
LR17615,1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,8,X
LR17616,3,7,4,5,4,6,8,8,4,7,5,7,2,7,4,11,R
LR17617,6,8,8,6,7,6,7,7,5,7,5,9,4,8,11,3,A
LR17618,2,4,3,3,1,4,4,4,7,2,2,6,0,7,1,6,L
LR17619,1,1,2,2,0,10,6,2,5,12,4,9,0,7,1,7,J
LR17620,4,9,7,7,7,5,8,2,4,10,8,7,8,10,4,4,F
LR17621,3,9,4,7,2,5,7,7,9,6,6,13,1,7,4,8,C
LR17622,6,9,8,8,8,5,9,4,6,6,6,11,4,11,8,9,C
LR17623,6,11,8,8,7,8,6,3,6,6,7,7,4,8,10,10,X
LR17624,5,7,7,5,4,10,6,2,6,11,2,7,3,6,3,10,R
LR17625,7,8,9,7,10,7,9,4,4,7,6,7,10,7,6,5,M
LR17626,2,0,2,1,1,5,8,5,8,7,6,12,0,8,7,9,E
LR17627,6,9,6,4,3,2,8,2,3,9,11,9,7,9,1,6,W
LR17628,9,14,8,8,4,6,8,4,4,10,9,5,5,10,5,4,Y
LR17629,4,6,5,4,3,5,9,5,5,10,8,7,2,8,5,9,G
LR17630,6,11,9,8,7,8,10,4,4,12,5,3,1,10,3,8,P
LR17631,5,9,6,7,5,6,8,9,8,7,5,7,2,8,9,9,B
LR17632,4,8,6,6,3,5,11,3,4,8,12,9,2,10,1,8,V
LR17633,4,8,5,6,2,4,5,2,9,5,1,9,1,7,3,6,L
LR17634,3,7,5,5,5,7,7,4,2,8,8,8,5,10,4,8,V
LR17635,3,10,5,8,3,9,3,1,8,10,2,10,0,6,3,10,L
LR17636,4,3,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
LR17637,5,8,7,6,5,7,9,5,5,7,6,6,7,8,3,7,N
LR17638,7,10,7,8,4,5,9,2,9,10,11,5,4,9,6,3,Y
LR17639,5,7,7,5,3,7,7,1,8,10,5,8,3,8,3,7,X
LR17640,3,5,4,8,2,11,3,11,3,12,8,13,1,6,0,8,J
LR17641,1,3,3,2,1,6,7,2,7,11,7,9,1,8,4,9,E
LR17642,5,7,5,5,3,6,8,6,8,12,8,12,2,10,3,7,C
LR17643,3,10,5,7,3,6,4,1,8,7,1,9,0,6,2,8,L
LR17644,4,10,5,8,3,5,9,9,4,7,6,8,3,8,6,11,R
LR17645,5,7,7,5,3,7,10,2,7,14,5,4,2,9,4,7,F
LR17646,4,7,4,5,2,5,8,10,9,8,7,5,3,8,4,8,D
LR17647,5,11,5,8,5,3,7,7,3,7,6,11,3,8,3,11,K
LR17648,2,1,3,3,2,6,7,4,5,6,5,7,2,6,4,8,R
LR17649,2,6,3,4,2,8,12,2,8,5,11,9,1,11,1,8,T
LR17650,5,7,6,9,7,9,8,7,2,5,7,10,3,8,6,10,Q
LR17651,5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8,F
LR17652,3,4,4,2,1,5,12,2,7,11,9,4,1,10,2,5,T
LR17653,3,7,4,4,1,7,7,5,4,7,6,8,3,8,4,8,X
LR17654,6,10,7,8,4,4,8,6,8,9,9,9,3,10,2,5,U
LR17655,4,7,6,5,4,7,8,6,5,9,6,6,3,8,6,8,B
LR17656,3,9,4,6,2,5,10,10,3,9,6,4,2,10,4,8,P
LR17657,3,8,3,6,2,3,7,6,11,7,6,15,0,8,6,7,E
LR17658,5,9,7,7,7,7,7,5,7,7,6,7,6,8,4,7,H
LR17659,5,4,6,6,2,7,7,15,0,7,6,8,3,8,0,8,H
LR17660,5,5,6,7,3,7,6,6,10,5,6,10,0,9,9,8,S
LR17661,7,9,7,7,4,4,7,6,8,9,9,9,3,9,3,5,U
LR17662,4,11,4,8,2,3,7,8,2,6,5,11,4,8,2,11,K
LR17663,1,0,1,0,0,4,6,5,2,7,6,10,2,7,1,10,K
LR17664,3,8,4,5,2,6,10,9,4,7,4,8,3,7,5,11,R
LR17665,6,11,8,8,5,7,12,8,3,11,4,2,1,10,5,7,P
LR17666,6,7,9,6,9,6,8,5,3,6,5,8,12,8,5,8,M
LR17667,5,6,7,9,10,8,4,5,3,7,8,9,8,8,6,8,Y
LR17668,4,7,5,5,4,6,6,6,4,6,5,8,2,7,6,9,H
LR17669,6,11,9,8,5,8,6,1,9,10,4,8,3,8,4,8,X
LR17670,8,11,6,6,3,9,7,6,4,13,3,6,5,9,4,8,P
LR17671,4,9,6,6,6,8,8,4,5,10,5,6,3,8,5,10,B
LR17672,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
LR17673,3,4,4,3,2,4,8,5,7,9,8,9,3,10,2,5,U
LR17674,2,9,3,7,4,7,7,0,7,7,6,8,0,8,3,8,I
LR17675,5,5,6,8,3,7,7,4,15,9,6,8,0,8,9,8,Z
LR17676,4,5,5,8,2,7,7,4,14,10,6,8,0,8,8,8,Z
LR17677,2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,7,K
LR17678,3,7,4,5,4,7,7,7,6,7,7,8,3,8,3,7,H
LR17679,5,7,8,6,8,7,7,5,4,7,6,8,6,9,8,6,B
LR17680,4,4,5,6,2,8,5,7,9,8,4,12,1,9,5,10,G
LR17681,2,4,4,2,2,9,7,2,5,10,5,6,2,8,4,9,B
LR17682,2,7,3,5,1,7,7,3,12,9,6,8,0,8,8,8,Z
LR17683,5,11,6,8,5,4,4,4,8,2,1,6,1,6,1,5,L
LR17684,6,12,6,6,3,10,6,3,8,9,2,6,4,6,4,10,X
LR17685,2,7,3,5,2,6,13,0,5,8,10,8,0,8,0,8,T
LR17686,4,4,6,7,2,5,7,7,10,7,6,12,1,9,4,9,C
LR17687,3,6,5,5,5,6,9,6,6,8,7,7,5,9,7,8,B
LR17688,2,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8,L
LR17689,6,10,9,8,11,8,5,4,4,7,7,7,11,8,6,10,U
LR17690,2,6,4,4,2,8,12,2,2,5,10,9,2,11,0,9,V
LR17691,6,10,8,8,5,7,7,9,4,7,6,8,3,8,4,8,O
LR17692,2,1,2,2,2,5,7,4,6,7,6,10,3,8,3,10,K
LR17693,2,4,3,3,2,7,7,5,9,6,6,8,2,8,7,8,Z
LR17694,5,10,5,8,5,7,7,13,1,6,6,8,6,9,0,6,N
LR17695,2,0,2,1,1,6,10,8,2,7,5,8,2,7,4,10,R
LR17696,4,9,6,7,5,6,11,2,7,8,11,8,1,12,1,8,T
LR17697,3,8,5,6,4,6,9,3,6,9,8,5,4,10,4,7,P
LR17698,1,3,3,2,1,8,7,3,6,10,6,7,1,8,5,8,S
LR17699,5,9,5,5,3,10,2,4,2,11,5,12,5,3,5,10,A
LR17700,2,1,3,3,1,8,11,1,7,6,11,7,1,11,2,7,Y
LR17701,4,11,7,8,2,7,5,3,1,6,1,8,3,7,2,7,A
LR17702,6,12,6,6,5,8,6,3,6,10,5,7,5,8,8,6,D
LR17703,4,8,6,6,7,5,6,3,4,7,5,9,6,10,7,5,R
LR17704,5,7,7,5,8,7,7,4,4,7,7,8,10,9,6,8,U
LR17705,3,3,3,5,1,0,1,6,6,0,0,6,0,8,0,8,L
LR17706,5,7,8,5,6,9,7,3,7,10,3,7,5,8,4,9,H
LR17707,2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,8,L
LR17708,6,7,6,5,4,7,10,2,7,11,9,5,3,11,4,4,T
LR17709,3,8,4,6,3,7,11,2,3,6,11,9,2,10,1,9,V
LR17710,3,4,5,3,2,7,8,4,9,6,6,7,4,9,7,7,X
LR17711,4,8,4,6,3,5,8,10,9,8,7,6,3,8,4,8,D
LR17712,2,1,3,2,2,8,6,6,3,7,7,9,6,5,1,8,M
LR17713,4,6,5,4,4,9,7,4,6,10,4,5,3,8,3,8,D
LR17714,4,11,6,8,7,9,7,4,5,10,4,6,4,7,3,8,D
LR17715,3,3,5,2,2,5,9,3,5,10,9,8,3,9,3,6,H
LR17716,4,9,6,7,5,10,7,3,6,10,3,7,3,6,4,10,R
LR17717,2,3,3,2,1,4,8,4,6,11,10,9,3,9,1,7,U
LR17718,3,5,5,4,3,5,7,4,8,7,6,11,3,8,5,9,K
LR17719,8,11,8,6,4,4,10,4,8,11,10,9,4,9,3,5,X
LR17720,4,7,4,5,2,4,7,6,7,9,8,15,1,8,3,8,C
LR17721,2,8,3,6,2,14,4,4,4,12,2,9,0,7,0,8,J
LR17722,3,7,4,5,4,10,6,3,6,10,4,7,3,8,3,9,D
LR17723,1,0,1,1,0,7,7,10,0,5,6,8,4,8,0,8,N
LR17724,4,5,5,4,2,3,8,4,6,11,11,9,3,9,1,6,U
LR17725,4,9,4,5,2,7,8,4,3,13,8,8,2,10,3,8,S
LR17726,2,1,2,2,1,7,8,7,6,8,7,11,2,9,3,10,C
LR17727,4,8,5,9,5,8,6,7,4,9,7,9,3,9,6,9,Q
LR17728,5,8,7,9,6,8,5,8,5,6,6,9,3,8,6,10,Q
LR17729,5,9,5,7,7,6,7,8,6,6,6,7,2,8,7,10,B
LR17730,4,9,5,10,5,9,8,8,2,5,7,11,4,9,6,8,Q
LR17731,3,1,4,2,3,6,7,4,7,7,6,10,6,8,4,9,K
LR17732,2,7,3,5,1,9,6,0,7,13,5,8,0,8,1,8,I
LR17733,3,3,4,5,3,7,7,12,1,8,9,8,8,6,0,8,M
LR17734,3,6,4,4,3,7,7,7,5,7,6,8,2,8,3,7,O
LR17735,3,7,5,5,3,9,8,2,6,13,4,5,2,10,3,9,F
LR17736,4,8,6,6,4,8,8,4,7,10,5,6,2,8,6,10,B
LR17737,2,4,3,5,3,8,7,6,3,8,6,9,2,9,3,9,Q
LR17738,2,6,3,4,1,7,12,0,5,7,10,8,0,8,0,8,T
LR17739,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,D
LR17740,3,7,3,5,1,1,11,4,6,11,11,9,0,8,2,6,F
LR17741,7,9,7,7,6,5,10,3,2,9,7,7,9,13,3,4,W
LR17742,4,7,5,5,6,9,4,5,3,8,6,9,3,8,10,11,S
LR17743,5,11,8,8,6,7,8,3,9,5,5,7,4,9,8,7,X
LR17744,5,9,7,6,7,7,7,5,5,6,7,9,8,6,2,8,M
LR17745,3,6,5,4,4,6,7,3,7,11,8,9,3,8,4,8,E
LR17746,9,14,8,8,4,9,8,7,5,13,3,5,5,10,4,8,P
LR17747,4,7,6,5,4,10,8,4,1,7,9,8,7,10,0,8,W
LR17748,1,1,2,1,1,7,7,7,5,6,6,7,1,8,6,8,B
LR17749,2,5,4,4,3,8,7,3,5,10,5,7,2,8,4,10,B
LR17750,7,12,6,6,4,8,5,4,6,8,4,7,5,6,6,10,D
LR17751,8,12,6,7,3,8,8,5,4,12,4,6,5,9,4,8,P
LR17752,3,5,4,8,1,11,2,11,3,13,7,14,1,6,0,8,J
LR17753,5,5,6,7,2,8,4,14,6,6,15,8,3,9,0,8,U
LR17754,4,5,6,3,4,8,6,6,5,6,7,8,9,6,3,7,M
LR17755,5,9,7,7,10,9,9,5,4,7,8,6,6,10,10,10,B
LR17756,3,5,5,7,7,8,10,4,0,8,7,6,7,10,4,7,P
LR17757,3,5,4,4,2,5,12,2,3,8,11,7,2,11,1,8,V
LR17758,6,7,9,5,6,10,6,3,6,10,3,7,3,7,3,9,H
LR17759,5,11,7,9,8,8,7,5,6,6,6,5,3,8,6,10,B
LR17760,2,5,4,4,3,9,8,3,4,6,7,8,4,8,4,6,A
LR17761,4,7,5,5,1,4,14,4,7,12,9,3,0,10,1,5,T
LR17762,1,0,2,1,0,8,6,6,5,6,5,9,1,7,5,10,G
LR17763,5,11,6,8,3,7,6,6,9,4,6,9,0,9,9,8,S
LR17764,4,6,6,8,1,8,12,2,3,7,12,8,1,10,0,8,Y
LR17765,4,5,5,4,2,4,12,3,3,10,11,7,2,10,1,8,V
LR17766,5,8,6,6,4,8,8,4,7,10,3,7,2,6,5,9,S
LR17767,9,15,8,8,5,6,8,4,6,9,8,9,6,8,6,10,H
LR17768,6,9,6,7,5,7,7,7,5,10,6,10,5,8,4,6,O
LR17769,10,14,9,8,5,6,6,5,5,6,8,9,7,7,4,10,U
LR17770,3,7,5,5,4,7,6,6,5,7,5,9,4,8,3,7,N
LR17771,3,3,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
LR17772,4,10,6,7,4,6,9,7,5,9,7,3,2,10,4,7,P
LR17773,5,10,5,7,3,4,14,5,5,12,9,3,1,11,1,5,T
LR17774,2,3,4,4,2,10,6,2,6,12,4,9,1,6,1,7,J
LR17775,4,6,5,8,4,8,7,6,3,8,8,10,3,8,6,8,Q
LR17776,5,10,5,8,4,9,8,2,4,11,6,7,2,10,6,12,J
LR17777,8,11,11,8,6,8,6,2,8,11,4,8,4,8,5,10,K
LR17778,4,9,6,7,4,7,7,4,9,6,7,11,4,6,8,9,X
LR17779,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,I
LR17780,5,8,7,6,6,9,7,5,4,7,5,7,4,8,10,5,Z
LR17781,5,5,7,8,3,8,8,7,7,6,8,9,3,7,6,9,Q
LR17782,6,10,5,5,3,7,9,2,7,12,7,6,2,9,4,6,T
LR17783,5,10,7,8,10,9,8,5,5,7,6,6,4,7,7,5,D
LR17784,3,5,4,4,3,7,7,5,7,7,6,9,2,8,6,10,E
LR17785,3,8,5,5,2,9,6,3,1,7,0,8,2,7,1,8,A
LR17786,4,7,6,5,4,8,7,6,7,10,5,5,3,8,3,8,D
LR17787,5,9,5,5,3,10,5,4,5,11,3,7,4,7,4,10,D
LR17788,5,9,7,7,6,8,3,8,4,6,6,7,3,8,3,8,Q
LR17789,3,3,3,4,2,5,7,9,8,6,5,5,3,8,4,8,D
LR17790,1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,I
LR17791,2,4,3,3,1,7,8,3,7,10,7,7,1,9,5,7,S
LR17792,4,10,6,9,5,8,6,4,4,6,7,8,3,9,8,10,L
LR17793,1,1,1,1,0,7,7,2,6,7,6,8,0,8,2,8,I
LR17794,2,3,3,4,2,8,9,6,1,5,7,10,2,10,5,10,Q
LR17795,4,4,5,6,2,8,9,8,8,6,8,9,3,8,4,8,O
LR17796,3,2,4,4,2,5,10,4,6,11,9,5,1,10,3,6,F
LR17797,4,8,5,6,3,6,9,9,4,6,5,8,3,8,6,11,R
LR17798,5,10,7,8,7,6,9,5,5,9,7,3,2,10,4,6,P
LR17799,6,10,7,8,3,9,3,6,6,15,7,15,1,6,1,7,J
LR17800,1,0,1,1,0,8,7,6,2,6,6,8,2,8,2,8,Q
LR17801,2,8,3,6,1,11,3,10,3,12,8,13,1,6,0,8,J
LR17802,2,5,4,3,2,7,3,1,7,8,2,10,0,7,2,8,L
LR17803,4,7,6,10,6,10,5,4,4,8,3,7,2,6,7,8,Z
LR17804,5,10,5,8,5,6,7,9,8,6,4,6,3,8,3,8,D
LR17805,8,12,9,7,5,6,8,2,8,11,7,8,5,8,4,6,X
LR17806,5,11,5,8,3,7,7,15,2,4,6,8,6,8,0,8,N
LR17807,4,11,6,9,3,9,8,9,6,5,7,10,3,8,5,9,Q
LR17808,6,10,8,7,6,6,6,6,6,6,6,10,4,8,5,9,G
LR17809,3,8,4,6,3,8,3,2,2,7,1,8,2,6,2,7,A
LR17810,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8,P
LR17811,5,9,5,7,3,6,11,2,8,11,9,4,1,11,3,4,T
LR17812,4,9,6,6,4,7,9,2,5,9,5,6,5,8,1,7,N
LR17813,3,6,4,7,4,9,9,7,2,4,7,11,3,10,5,10,Q
LR17814,3,7,4,9,5,8,5,8,4,6,5,8,3,7,5,9,Q
LR17815,8,10,7,5,3,7,9,5,4,12,4,5,4,9,4,8,P
LR17816,1,5,1,3,1,7,7,1,8,7,6,8,0,8,3,8,I
LR17817,5,4,6,7,2,6,9,7,11,5,7,12,1,6,4,8,C
LR17818,8,10,10,6,5,9,3,3,2,9,3,10,8,1,2,9,M
LR17819,4,11,6,9,6,7,9,5,5,9,8,3,2,10,4,6,P
LR17820,10,13,11,7,5,7,7,3,5,13,9,9,6,8,0,8,N
LR17821,1,3,2,1,1,6,4,1,7,7,2,9,0,7,2,8,L
LR17822,1,5,2,4,1,7,9,0,7,13,6,6,0,8,1,7,I
LR17823,2,6,4,4,3,11,6,1,5,9,4,5,1,8,5,9,I
LR17824,2,1,3,1,1,5,11,8,2,9,5,4,1,9,3,8,P
LR17825,11,13,9,7,4,6,9,4,7,3,4,11,6,10,2,7,N
LR17826,4,8,6,7,7,8,8,5,4,7,6,8,7,7,10,4,V
LR17827,4,8,5,6,5,8,4,7,4,6,6,11,2,8,3,9,Q
LR17828,5,9,4,5,2,9,3,2,5,8,1,7,3,7,4,10,S
LR17829,3,7,4,9,5,9,8,7,2,4,8,11,3,9,6,10,Q
LR17830,4,8,5,6,5,5,7,4,5,7,7,9,7,9,5,9,C
LR17831,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,Z
LR17832,3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,9,Q
LR17833,5,5,8,8,4,9,7,5,2,6,8,8,9,9,0,8,W
LR17834,6,10,6,8,4,6,7,6,7,10,8,11,2,9,5,9,G
LR17835,3,6,5,5,4,5,8,2,5,8,6,9,3,6,7,8,X
LR17836,4,4,5,6,2,6,6,7,10,9,6,14,1,9,4,8,C
LR17837,4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7,P
LR17838,5,11,9,8,8,9,6,3,6,7,5,5,6,10,8,9,X
LR17839,6,9,5,5,4,6,7,5,6,9,6,7,5,9,6,5,D
LR17840,3,8,5,6,4,8,7,7,5,6,6,9,2,7,5,11,G
LR17841,3,4,4,2,2,6,7,5,6,6,6,9,2,8,3,8,G
LR17842,2,4,4,2,2,7,7,3,5,10,6,8,3,8,2,7,H
LR17843,4,8,6,6,3,8,4,5,4,14,6,13,1,6,0,7,J
