obj,age,workclass,fnlwgt,education,5th-6th,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Prediction task
obj29957,68, ?,108683, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,12, United-States, >50K
obj29958,35, Self-emp-not-inc,241998, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
obj29959,53, Private,312446, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
obj29960,43, Private,69333, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
obj29961,36, Private,172538, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
obj29962,24, Private,275884, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
obj29963,45, Private,43479, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
obj29964,34, Private,199864, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2057,40, United-States, <=50K
obj29965,56, Private,235197, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
obj29966,36, Private,170376, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
obj29967,22, Private,325179, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
obj29968,19, ?,351195, 9th,5, Never-married, ?, Other-relative, White, Male,0,1719,35, El-Salvador, <=50K
obj29969,33, Private,141841, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,36, United-States, <=50K
obj29970,48, Private,207817, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Columbia, <=50K
obj29971,20, Private,137974, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
obj29972,64, Self-emp-inc,161325, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
obj29973,47, Private,293623, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
obj29974,20, Private,37783, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
obj29975,44, Federal-gov,308027, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
obj29976,45, Self-emp-not-inc,149218, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,77, United-States, <=50K
obj29977,45, Local-gov,374450, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Female,5178,0,40, United-States, >50K
obj29978,45, Local-gov,61885, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, >50K
obj29979,27, State-gov,291196, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
obj29980,41, Private,45366, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, >50K
obj29981,20, Private,203027, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,55, United-States, <=50K
obj29982,54, Self-emp-inc,223752, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, ?, >50K
obj29983,17, Private,132680, 10th,6, Never-married, Other-service, Own-child, White, Female,0,1602,10, United-States, <=50K
obj29984,50, Private,155574, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
obj29985,31, State-gov,193565, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj29986,49, Self-emp-not-inc,123598, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
obj29987,44, Private,456236, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
obj29988,49, Private,163229, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
obj29989,28, Local-gov,419740, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States, <=50K
obj29990,43, Local-gov,118853, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,4386,0,99, United-States, >50K
obj29991,33, Private,31449, Assoc-acdm,12, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
obj29992,35, Private,204163, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,55, United-States, <=50K
obj29993,17, Private,177629, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
obj29994,25, Private,186370, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
obj29995,41, Private,188307, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
obj29996,30, Private,55481, Masters,14, Never-married, Tech-support, Unmarried, White, Male,0,0,45, Nicaragua, <=50K
obj29997,48, Private,119471, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,56, Philippines, >50K
obj29998,61, Local-gov,167347, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
obj29999,41, Private,184378, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30000,36, Private,348960, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
obj30001,24, Local-gov,69640, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30002,27, Private,297457, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
obj30003,18, Private,279593, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,2, United-States, <=50K
obj30004,20, Private,211968, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
obj30005,18, Private,194561, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
obj30006,23, Private,140414, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj30007,43, State-gov,24763, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States, >50K
obj30008,38, State-gov,462832, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Trinadad&Tobago, <=50K
obj30009,36, Private,48972, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30010,28, Self-emp-not-inc,35032, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
obj30011,47, Private,228583, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
obj30012,51, Private,392668, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,84, United-States, >50K
obj30013,35, Private,108140, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
obj30014,38, State-gov,112497, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
obj30015,47, Federal-gov,142581, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
obj30016,26, Private,147982, 11th,7, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30017,31, State-gov,440129, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
obj30018,46, Private,200734, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Trinadad&Tobago, <=50K
obj30019,49, Private,31807, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30020,19, Private,166153, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
obj30021,45, Self-emp-inc,212954, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
obj30022,46, Private,52291, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States, >50K
obj30023,70, Self-emp-not-inc,303588, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
obj30024,19, Private,96176, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
obj30025,46, Private,184632, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
obj30026,20, Private,137618, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
obj30027,17, Private,160029, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,22, United-States, <=50K
obj30028,43, Private,178780, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, >50K
obj30029,19, Private,39756, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
obj30030,37, Private,35309, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj30031,51, Private,117253, HS-grad,9, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30032,40, Local-gov,303212, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
obj30033,24, Private,214542, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,60, Canada, <=50K
obj30034,31, Private,342019, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
obj30035,59, Private,126668, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,50, United-States, >50K
obj30036,27, Private,401508, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
obj30037,40, Private,25005, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,99, United-States, >50K
obj30038,30, Self-emp-not-inc,85708, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj30039,28, Private,115677, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
obj30040,25, Private,144259, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
obj30041,22, Private,197583, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
obj30042,21, State-gov,142766, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
obj30043,67, ?,132626, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,6, United-States, <=50K
obj30044,35, Self-emp-inc,185621, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
obj30045,54, Local-gov,29887, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, <=50K
obj30046,36, Private,117381, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
obj30047,29, Private,211482, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
obj30048,32, Federal-gov,90653, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,1380,40, United-States, <=50K
obj30049,55, Private,209535, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30050,56, Federal-gov,187873, Masters,14, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30051,19, Private,174732, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
obj30052,36, Private,297847, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,2001,40, United-States, <=50K
obj30053,58, Private,110213, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
obj30054,35, Private,162601, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30055,44, Private,108438, 10th,6, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
obj30056,40, Self-emp-inc,132222, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
obj30057,18, Private,174394, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
obj30058,71, Self-emp-not-inc,322789, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
obj30059,51, Federal-gov,72436, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, >50K
obj30060,27, ?,60726, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
obj30061,20, Private,190273, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
obj30062,33, ?,393376, 11th,7, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30063,34, Private,140571, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
obj30064,28, Private,584790, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
obj30065,23, Private,197666, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, Greece, <=50K
obj30066,36, Private,245090, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,50, El-Salvador, <=50K
obj30067,42, Private,192569, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
obj30068,31, Local-gov,158291, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,8614,0,40, United-States, >50K
obj30069,19, ?,113915, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,10, United-States, <=50K
obj30070,38, Local-gov,287658, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
obj30071,22, Private,192455, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30072,36, Private,317040, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, United-States, <=50K
obj30073,36, Private,218689, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
obj30074,17, Private,116626, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,1719,18, United-States, <=50K
obj30075,30, Federal-gov,48458, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
obj30076,35, Self-emp-not-inc,241469, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,30, United-States, <=50K
obj30077,32, Private,167990, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,14084,0,40, United-States, >50K
obj30078,42, Private,261929, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
obj30079,54, Private,425804, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
obj30080,36, Private,33394, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,35, United-States, >50K
obj30081,58, Private,72812, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30082,39, Private,89040, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
obj30083,62, Local-gov,164518, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
obj30084,51, Private,182740, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
obj30085,52, Private,361875, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
obj30086,25, Private,197130, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
obj30087,26, Private,340335, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30088,26, Private,293984, 10th,6, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
obj30089,59, State-gov,261584, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
obj30090,21, Private,170302, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
obj30091,45, Private,481987, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States, >50K
obj30092,26, Private,88449, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
obj30093,68, Self-emp-not-inc,261897, 10th,6, Widowed, Farming-fishing, Unmarried, White, Male,0,0,20, United-States, <=50K
obj30094,60, Private,250552, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
obj30095,65, Private,88513, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,18, United-States, <=50K
obj30096,41, Private,168293, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
obj30097,34, Private,283921, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
obj30098,28, Private,407043, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
obj30099,40, Private,63745, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30100,57, Private,49893, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
obj30101,37, Private,241962, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
obj30102,34, Private,338416, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,60, United-States, <=50K
obj30103,21, ?,212888, 11th,7, Married-civ-spouse, ?, Wife, White, Female,0,0,56, United-States, <=50K
obj30104,57, Federal-gov,310320, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, >50K
obj30105,55, Private,359972, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
obj30106,51, Private,64643, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, ?, <=50K
obj30107,56, Private,125000, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
obj30108,32, Private,286675, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
obj30109,18, Private,165532, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
obj30110,48, Private,349986, Assoc-voc,11, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30111,46, Private,213140, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, >50K
obj30112,41, Federal-gov,219155, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
obj30113,33, Private,183612, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
obj30114,33, Private,391114, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
obj30115,47, Private,219632, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
obj30116,46, Self-emp-inc,320124, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,15024,0,40, United-States, >50K
obj30117,40, Private,799281, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
obj30118,42, Private,657397, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
obj30119,31, State-gov,373432, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,55, United-States, >50K
obj30120,51, Private,168660, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
obj30121,44, Private,191149, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,57, United-States, <=50K
obj30122,37, Private,356824, HS-grad,9, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30123,25, Private,191782, 11th,7, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
obj30124,63, Self-emp-not-inc,29859, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,60, United-States, >50K
obj30125,52, Private,204226, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
obj30126,42, Local-gov,246862, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,3325,0,40, United-States, <=50K
obj30127,28, Private,496526, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30128,30, Private,426431, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
obj30129,34, Private,84154, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
obj30130,37, Federal-gov,45937, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
obj30131,31, Private,130021, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
obj30132,35, Private,63021, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
obj30133,25, Private,367306, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
obj30134,38, Private,65624, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30135,43, Self-emp-not-inc,144928, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
obj30136,22, Private,117747, Some-college,10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
obj30137,18, Private,266681, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
obj30138,26, Private,152035, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30139,36, Private,190023, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
obj30140,43, Private,233130, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
obj30141,21, Private,149637, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
obj30142,62, Federal-gov,224277, Some-college,10, Widowed, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30143,26, Private,121559, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj30144,54, Self-emp-not-inc,230951, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
obj30145,18, Private,345285, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
obj30146,65, Self-emp-not-inc,28367, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
obj30147,41, Private,320744, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,3325,0,50, United-States, <=50K
obj30148,31, Private,243773, 9th,5, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
obj30149,56, Private,151474, 9th,5, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
obj30150,50, Private,135465, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
obj30151,22, Private,210781, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
obj30152,36, Local-gov,359001, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
obj30153,48, Private,119471, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
obj30154,30, Private,226396, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
obj30155,35, Private,283122, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
obj30156,37, Self-emp-not-inc,326400, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
obj30157,32, ?,169186, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,5, United-States, <=50K
obj30158,56, Private,158752, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
obj30159,29, ?,208406, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,35, United-States, <=50K
obj30160,41, Private,96741, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
obj30161,38, State-gov,255191, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj30162,34, Private,177733, 9th,5, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
obj30163,54, State-gov,137815, 12th,8, Never-married, Other-service, Own-child, White, Male,4101,0,40, United-States, <=50K
obj30164,36, ?,187203, Assoc-voc,11, Divorced, ?, Own-child, White, Male,0,0,50, United-States, <=50K
obj30165,42, Private,168515, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30166,33, Private,122672, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
obj30167,21, Private,195199, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
obj30168,69, Local-gov,179813, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, <=50K
obj30169,32, Private,178623, Assoc-acdm,12, Never-married, Sales, Not-in-family, Black, Female,0,0,46, Trinadad&Tobago, <=50K
obj30170,50, Private,41890, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj30171,40, Private,373050, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?, <=50K
obj30172,45, Private,80430, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj30173,31, Private,198613, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
obj30174,24, Private,330571, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
obj30175,28, Private,209205, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
obj30176,21, Private,132243, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
obj30177,43, Self-emp-not-inc,237670, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
obj30178,22, Private,193586, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
obj30179,62, Self-emp-not-inc,197353, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
obj30180,21, Self-emp-not-inc,74538, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,25, United-States, <=50K
obj30181,37, Private,89718, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
